Truth,Model,Critic
C,"To determine the correct conclusion, we analyze the given information:

### Given:
- **Cu** $ K_{\alpha} $ radiation:  
  - $ \lambda = 1.54 \, \text{A} $  
  - 8 distinct peaks observed in the $ 2\theta $ range from **20° to 80°**.  
  - The ratio of $ \sin^2 \theta $ for the first two peaks is **4:3**.

- **Mo** $ K_{\alpha} $ radiation:  
  - $ \lambda = 0.71 \, \text{A} $  
  - 14 distinct peaks observed in the same $ 2\theta $ range.

### Key Observations:
- The **Cu** sample has a larger wavelength than the **Mo** sample, which suggests that the **Cu** X-ray diffraction is more spread out, which is consistent with a **larger unit cell**.
- The **Cu** sample shows **8 distinct peaks**, and the **Mo** shows **14**, which implies **more atoms per unit cell** (since more peaks mean more scattering).

### Now, analyze the **ratio of $ \sin^2 \theta $** for the first two peaks:

- Let the angles be $ \theta_1 $ and $ \theta_2 $, with $ \sin^2 \theta_1 : \sin^2 \theta_2 = 4 : 3 $.

This ratio indicates that the **first peak** is **larger in intensity** than the second peak. This is consistent with a **larger unit cell**, as larger unit cells can accommodate more atoms.

### Conclusion:
- The **Cu** sample has a larger unit cell, and the **Mo** sample also has a larger unit cell, but the **Cu** sample shows **more peaks**. This is consistent with a **larger unit cell**.

Thus, the correct answer is:

**(C) The sample is a pure FCC metal with a large unit cell.**

**Answer: C**",yes
0.74,"The gold atom crystallizes in a cubic arrangement where it occupies all the **corners** and all the **center of the faces**.

To find the **fraction of the volume** occupied by gold atoms in the unit cell, we need to calculate:

1. The **volume occupied by the gold atoms**:
   - Each corner atom contributes a **1/8** of the unit cell volume.
   - There are **8 corners** in a cube.
   - Each face-centered atom contributes a **1/2** of the unit cell volume.
   - There are **6 faces** in a cube.

2. Total volume occupied by gold atoms:
   $$
   \text{Volume} = \frac{8}{8} + \frac{6}{2} = 1 + 3 = 4 \text{ unit cells}
   $$

3. The **volume of the unit cell** is $ V = a^3 $, where $ a $ is the edge length of the cube.

4. The fraction of the volume occupied by gold atoms is:
   $$
   \frac{4V}{V} = 4
   $$

Thus, the fraction of the volume of the unit cell occupied by gold atoms is:

$$
\boxed{4}
$$",No.
A,"To calculate the glass transition temperature ($T_g$) of a random copolymer of polymer A and polymer B, we use the **Fox equation**:

$$
T_g = T_g^{\text{A}} + T_g^{\text{B}} - \frac{1}{2} \left( \frac{T_g^{\text{A}} - T_g^{\text{B}}}{T_g^{\text{A}} + T_g^{\text{B}}} \right)
$$

Given:
- $T_g^{\text{A}} = 150^\circ \text{C}$
- $T_g^{\text{B}} = 100^\circ \text{C}$
- Weight percentages: 20% A, 80% B

Let’s calculate the new $T_g$:

$$
T_g = 150 + 100 - \frac{1}{2} \left( \frac{150 - 100}{150 + 100} \right)
$$

$$
T_g = 250 - \frac{50}{250} = 250 - 0.2 = 240.8^\circ \text{C}
$$

But the question asks for the **answer in \pu{deg C}** and the options are:

- (A) 107.14  
- (B) 123.15  
- (C) 240.32  
- (D) 99.21  

The correct answer is:

**(C) 240.32**",No.
A,"The correct answer is: **B**

**Explanation:**

- **(A)** *False*. The Gibbs phase rule (3n - 2 = 2 for n phases) helps determine the number of degrees of freedom in a phase diagram, but it **does not** help determine the number of degrees of freedom **in a phase diagram** itself. This is a bit confusing, but the rule is about the number of degrees of freedom, not about the diagram.

- **(B)** *True*. The activity of a component in a solution can be used to describe deviations from ideal behavior, such as non-ideal mixtures or deviations from Raoult's law.

- **(C)** *False*. The chemical potential of each component must be equal in all phases at equilibrium, which is a general statement about chemical potentials, not about phase diagrams.

- **(D)** *False*. The enthalpy of mixing **can** increase with temperature, but this is a general property and not necessarily always true.

**Answer: B**",no
C,"To find the density of aluminum in grams per cubic centimeter, we use the formula:

$$
\text{Density} = \frac{m}{V}
$$

Where:
- $ m $ is the mass of the unit cell,
- $ V $ is the volume of the unit cell.

### Step 1: Find the volume of the unit cell
The unit cell is a **face-centered cubic (FCC)** unit cell with an edge length $ a = 405 \, \text{pm} $.

The volume of the unit cell is:

$$
V = a^3 = (405 \, \text{pm})^3 = 405^3 \, \text{pm}^3
$$

Convert pm to cm:

$$
1 \, \text{cm} = 10^12 \, \text{pm}
$$

So:

$$
1 \, \text{pm} = 10^{-12} \, \text{cm}
$$

$$
V = 405^3 \times 10^{-12} \, \text{cm}^3
$$

$$
V = 66,570,125 \times 10^{-12} \, \text{cm}^3 = 6.6570125 \times 10^{-5} \, \text{cm}^3
$$

### Step 2: Find the mass of the unit cell
Aluminum has a molar mass of approximately $ \pu{26.98 g/mol} $.

The unit cell contains **4 atoms** (since FCC has 4 atoms per unit cell). So:

$$
m = 4 \times \text{mass of one atom} = 4 \times 26.98 \, \text{g/mol} \times \frac{1 \, \text{mol}}{6.022 \times 10^{23} \, \text{atoms/mol}} \approx 1.837 \times 10^{-22} \, \text{g}
$$

### Step 3: Calculate density
$$
\text{Density} = \frac{1.837 \times 10^{-22} \, \text{g}}{6.6570125 \times 10^{-5} \, \text{cm}^3} \approx 2.70 \, \text{g/cm}^3
$$

### Final Answer:
**(C) 2.70**",yes
B,"The correct answer is: **A**.  

The molecular structure of thermoplastics is characterized by **closely cross-linked** structures.",no
A,"When **polymerization** is possible, the **enthalpy (ΔH)** and **entropy (ΔS)** must satisfy the **Gibbs free energy condition**:

$$
\Delta G = \Delta H - T\Delta S < 0
$$

If **ΔH** is **positive** and **ΔS** is **negative**, then:

$$
\Delta G = \Delta H - T\Delta S = \text{positive} - \text{positive} = \text{negative}
$$

This means **Gibbs free energy is negative**, indicating that the process **can proceed** under standard conditions.

### Correct Answer: **(B) Polymerization possible above the ceiling temperature**

**Explanation**:  
- If ΔH is **positive** and ΔS is **negative**, the process **can proceed** **above** the **ceiling temperature**, where ΔG becomes negative. This corresponds to the **exothermic** and **reversible** nature of polymerization.  

**Answer: B**.",No.
A,"The correct answer is: **D**.

**Reasoning:**  
- **Size exclusion chromatography (SEC)** is preferred for measuring both $ M_n $ (number average molecular weight) and $ M_w $ (weight average molecular weight).  
- It allows for precise determination of molecular size distribution, which is essential for calculating both averages.  
- Other methods like MALDI-TOF-MS, end group analysis, and membrane osmometry are not typically used for this purpose.  

Answer: **D**",No.
C,"The correct answer is: **D**.  

**Explanation**:  
When using Atom Transfer Radical Polymerization (ATRP), the critical step to ensure safety and purity of the final product is **using an excess amount of monomer** to drive the reaction to completion. This prevents side reactions and ensures the polymerization product is well-defined and free of undesired by-products.",No.
B,"The correct answer is: **C**

**Reasoning:**

- **(A)** Incorrect. The chemical potential of electrons is not always equal to the Fermi energy. In a heavily doped n-type semiconductor, the Fermi energy is a key factor, but the chemical potential depends on the number of electrons and the doping concentration.

- **(B)** Incorrect. Entropy increases when there are more free carriers, but this is a general effect of increasing doping, not specifically for heavily doped semiconductors.

- **(C)** Correct. The formation energy of donor defects decreases as the doping concentration increases. This is because more donors lead to fewer defects.

- **(D)** Incorrect. Free energy of the system is minimized when all donors are ionized, which is true for heavily doped semiconductors.

Final answer: **C**.",no
A,"The Miller indices for the faces of the unit cell in a simple cubic crystal structure are:

**(A) 1, 0, 0**

**Answer: A**",yes
C,The tacticity of polyethylene is (B) Isotactic.,no
B,"A

The correct statement is: **(A) decreases with increasing monomer concentration and increasing initiator concentration**.",No.
A,"The correct answer is: **B**

**Explanation:**

- **(A)** Incorrect. In **indirect bandgap** semiconductors, the effective mass of carriers is **larger** than in direct bandgap semiconductors.  
- **(B)** Correct. The curvature of the energy bands near the band edges is **inversely proportional** to the effective mass.  
- **(C)** Incorrect. The effective mass of carriers in **quantum wells** is **not always less than** that in bulk semiconductors.  
- **(D)** Incorrect. The effective mass of holes is **not always greater** than that of electrons in all semiconductors.  

**Answer: B**",no
A,"The correct answer is: **B**.

**Reasoning**:  
In a semiconductor with a shallow donor level, the Fermi level moves **toward the donor level**, which is a shallow donor. This means the Fermi level is closer to the donor level than to the conduction band. As a result, the concentration of ionized donors increases because the donor level is closer to the Fermi level.  

Other options are incorrect:  
- **(A)** Incorrect – The Fermi level does **not** move toward the donor level; it moves **toward** the donor level.  
- **(C)** Incorrect – The electron concentration in the conduction band **increases**, not decreases.  
- **(D)** Incorrect – The semiconductor **does not become more p-type**; it remains n-type.",no
A,"The correct answer is: **C**.

**Explanation**:  
Reversible-Deactivation Radical Polymerization (RDRP) is characterized by:  
- **First-order kinetics with respect to monomer** (A)  
- **Linear increase of the degree of polymerization ($X_n$) with conversion** (C)  
- **Narrow molecular weight distribution** (D)  

None of the options B or D are correct. The correct answer is **C**.",No.
B,"The correct order of glass transition temperature ($T_g$) for the given polymers is:

**(B) PC > PET > PP > PE**

**Explanation:**

- **Polycarbonate (PC)** has a high $T_g$, which is typically around 100°C.
- **Polyethylene (PE)** has a lower $T_g$ (around 40–50°C).
- **Polypropylene (PP)** has a moderate $T_g$ (around 100–120°C).
- **Poly(ethylene terephthalate) (PET)** has a very low $T_g$, around 25°C.

Thus, the correct order is:

**(B) PC > PET > PP > PE**.",no
C,"The correct answer is: **C**.  

**Reasoning**:  
- **Alternating copolymer** refers to a sequence where the repeating units alternate (e.g., AABAAABB...).  
- **Graft copolymer** involves the addition of a polymer chain to another (e.g., AABAAABB... with a bridging segment).  
- **Random copolymer** refers to a sequence where the repeating units are randomly arranged (e.g., AABAAABB...).  

The given sequence **AABAAABBABABABBABAB** is an example of a **random copolymer**.  

Answer: **C**.",no
B,"The formation of high-molecular polymers **is not possible** from a thermodynamic point of view when:

**(A) $\Delta H$ negative and $\Delta S$ positive**

This means that the process is **exothermic** (negative enthalpy) and **increasing entropy** (positive entropy), which would favor the formation of polymers.

### Correct answer: **A**.",No.
D,"The correct answer is: **D**. 

The intrinsic carrier concentration in intrinsic semiconductors increases exponentially with temperature. As temperature increases, more electrons are available to fill the conduction band, increasing the number of carriers. 

So, the answer is: **D**.",yes
C,"The correct answer is: **B**.

### Explanation:
- **cis-1,4-isoprene** is formed by **trans-1,3-pentadiene** undergoing **trans-1,3-alkene formation**, which is a **trans-1,3-alkene** reaction.
- **Cis-1,4-isoprene** is formed when the **trans-1,3-alkene** is **trans-1,3-alkene** and **cis-1,3-pentadiene**.
- **Anionic polymerization** in **cyclohexane** with **counter-ions other than Li⁺** (e.g., Na⁺, K⁺, Cs⁺) is preferred because it avoids **ionic chain formation** and promotes **cis-1,4-isoprene formation**.
- **Anionic polymerization in THF** (with Li⁺) is less favorable for cis-1,4-isoprene due to **ionic chain formation** and **concentration issues**.

### Final Answer: **B**.",no
A,"The correct answer is: **C**.  

**Explanation**:  
- **Thermogravimetric Analysis (C)** is the preferred characterization technique for determining the degree of crystallinity of a polymer. It measures the weight loss of a polymer when heated, which is directly related to the degree of crystallinity.",No.
C,"To determine the **glancing angle** for the second-order diffraction of X-ray beams in a **face-centered cubic (FCC) rock salt crystal**, we can use the **Bravais-Wigner-Dicke formula** for diffraction:

$$
\sin \theta = \frac{2 \cdot n \cdot \sin \theta_0 \cdot d}{\lambda}
$$

Where:
- $ \theta $ is the glancing angle,
- $ n = 2 $ is the order,
- $ \theta_0 $ is the angle of diffraction,
- $ d $ is the interplanar spacing,
- $ \lambda $ is the wavelength of the X-rays.

---

### Step 1: Find the interplanar spacing $ d $

The crystal is FCC, so the interplanar spacing $ d $ is related to the **unit cell dimensions**.

- The density $ \rho = 2 \, \text{g/cm}^3 $
- Molar mass $ M = 37.6375 \, \text{g/mol} $
- Number of atoms per unit cell $ N = 4 $ (FCC has 4 atoms per unit cell)
- Molar volume $ V = \frac{M}{N \cdot R} $, where $ R = 6.022 \times 10^{23} \, \text{mol}^{-1} $

$$
V = \frac{37.6375}{4 \cdot 6.022 \times 10^{23}} = 1.613 \times 10^{-22} \, \text{cm}^3
$$

$$
V = \frac{1.613 \times 10^{-22} \, \text{cm}^3}{10^{-6} \, \text{m}^3/\text{cm}^3} = 1.613 \times 10^{-16} \, \text{m}^3
$$

$$
V = \frac{1.613 \times 10^{-16} \, \text{m}^3}{10^{-6} \, \text{m}^3} = 1.613 \times 10^{-10} \, \text{m}^3
$$

Now, the **unit cell edge length $ a $** is:

$$
a = \sqrt{\frac{V}{N}} = \sqrt{\frac{1.613 \times 10^{-10} \, \text{m}^3}{4}} = \sqrt{4.0325 \times 10^{-11} \, \text{m}^2} \approx 6.35 \, \text{nm}
$$

So, $ d = 6.35 \, \text{nm} $.

---

### Step 2: Use the diffraction formula

$$
\sin \theta = \frac{2 \cdot n \cdot \sin \theta_0 \cdot d}{\lambda}
$$

Given:
- $ n = 2 $
- $ d = 6.35 \, \text{nm} $
- $ \lambda = 0.25 \, \text{nm} $
- $ \sin \theta_0 = \frac{d}{a} \approx \frac{6.35}{6.35} = 1 $

So:

$$
\sin \theta = \frac{2 \cdot 2 \cdot 1 \cdot 6.35}{0.25} = \frac{25.4}{0.25} = 101.6
$$

This result is **not physically possible** (since $ \sin \theta $ cannot exceed 1).

---

### Step 3: Re-evaluate the interplanar spacing

Let’s re-calculate the **interplanar spacing** correctly.

Given:
- $ \rho = 2 \, \text{g/cm}^3 $
- Molar mass $ M = 37.6375 \, \text{g/mol} $
- Number of atoms per unit cell $ N = 4 $
- Molar volume $ V = \frac{M}{N \cdot R} = \frac{37.6375}{4 \cdot 6.022 \times 10^{23}} = 1.613 \times 10^{-22} \, \text{cm}^3 $

$$
V = 1.613 \times 10^{-22} \, \text{cm",No.
