Truth,Model,Critic,Subject
B,"To determine the correct order of interplanar distances (d-spacings) for BCC crystal planes in **decreasing** order, we need to recall the formula for the **interplanar spacing** in a cubic crystal:

$$
d_{hkl} = \frac{a}{\sqrt{h^2 + k^2 + l^2}}
$$

Where:
- $ a $ is the lattice parameter (same for all planes in a cubic crystal),
- $ h, k, l $ are Miller indices of the plane.

In **BCC**, only **certain planes** will produce **Bragg reflections**, specifically those for which the sum $ h + k + l $ is **even**. This is due to the **Bragg condition** and the **structure factor** in BCC crystals.

---

### Step 1: List the planes from the options and check which are allowed (i.e., $ h + k + l $ is even):

#### Option A: (100), (110), (111), (200)
- (100): 1+0+0 = 1 → **odd** → **not allowed**
- (110): 1+1+0 = 2 → **even** → **allowed**
- (111): 1+1+1 = 3 → **odd** → **not allowed**
- (200): 2+0+0 = 2 → **even** → **allowed**

So, only (110) and (200) are allowed → **Option A is invalid**.

---

#### Option B: (110), (200), (211), (220)
- (110): 1+1+0 = 2 → **even** → allowed
- (200): 2+0+0 = 2 → **even** → allowed
- (211): 2+1+1 = 4 → **even** → allowed
- (220): 2+2+0 = 4 → **even** → allowed

All are allowed → **Option B is valid**

---

#### Option C: (110), (200), (221), (310)
- (110): 1+1+0 = 2 → **even** → allowed
- (200): 2+0+0 = 2 → **even** → allowed
- (221): 2+2+1 = 5 → **odd** → **not allowed**
- (310): 3+1+0 = 4 → **even** → allowed

So, (221) is **not allowed** → **Option C is invalid**

---

#### Option D: (110), (211), (310), (222)
- (110): 1+1+0 = 2 → **even** → allowed
- (211): 2+1+1 = 4 → **even** → allowed
- (310): 3+1+0 = 4 → **even** → allowed
- (222): 2+2+2 = 6 → **even** → allowed

All are allowed → **Option D is valid**

---

### Step 2: Now compute the d-spacings for the valid planes in **Option B** and **Option D**:

Let’s assume $ a = 1 $ for simplicity.

#### Option B:
- (110): $ d = \frac{1}{\sqrt{1^2 + 1^2 + 0^2}} = \frac{1}{\sqrt{2}} \approx 0.707 $
- (200): $ d = \frac{1}{\sqrt{2^2 + 0^2 + 0^2}} = \frac{1}{2} = 0.5 $
- (211): $ d = \frac{1}{\sqrt{2^2 + 1^2 + 1^2}} = \frac{1}{\sqrt{6}} \approx 0.408 $
- (220): $ d = \frac{1}{\sqrt{2^2 + 2^2 + 0^2}} = \frac{1}{\sqrt{8}} = \frac{1}{2\sqrt{2}} \approx 0.354 $

**Order in decreasing d-spacing (from largest to smallest):**
- (110) > (200) > (211) > (220)

So, **Option B** has the correct",yes,materials_science
C,"The correct answer is: **(C) Ethylene glycol**

Polyurethanes are formed by the reaction of **isocyanates** with **polyols**, such as **ethylene glycol**. This reaction is a key step in the synthesis of polyurethane polymers.

**Answer: C**",yes,materials_science
C,"To determine which monomer can be polymerized using **anionic polymerization**, we need to consider the **electrophilic nature** of the monomer and whether it can undergo **initiation by a nucleophilic anion**.

Anionic polymerization typically involves **electrophilic monomers** that can be attacked by a nucleophilic initiator (e.g., a strong base like n-butyllithium). The monomer must be able to form a stable anionic intermediate during the initiation step.

Let's analyze each option:

---

### (A) **Isobutene**
- Isobutene is **not** an electrophilic monomer that can be polymerized by anionic polymerization.
- It is more commonly polymerized by **cationic** or **radical** mechanisms.
- **Not suitable for anionic polymerization.**

---

### (B) **Methyl vinyl ether**
- Methyl vinyl ether is a **vinyl ether**.
- It can undergo **anionic polymerization** because the **vinyl ether group is electron-rich and can be attacked by a nucleophilic anion**.
- **Suitable for anionic polymerization.**

---

### (C) **n-Vinylcarbazole**
- n-Vinylcarbazole is a **vinyl aromatic compound**.
- It can be polymerized by **anionic polymerization** due to the **aromatic ring** and the **vinyl group**, which can be attacked by an anion.
- **Suitable for anionic polymerization.**

---

### (D) **Propiolactone**
- Propiolactone is a **lactone**.
- Lactones typically undergo **ring-opening polymerization**, but not **anionic**.
- **Not suitable for anionic polymerization.**

---

### (E) **Propylene sulfide**
- Propylene sulfide is a **sulfide** compound.
- Sulfides can sometimes undergo **anionic polymerization**, especially in certain conditions.
- However, it is **less commonly** used in anionic polymerization compared to vinyl ethers or aromatic vinyl compounds.
- **Possibly suitable, but not the most typical.**

---

### ✅ **Best Answer: (B) methyl vinyl ether**

It is a classic example of a monomer that undergoes **anionic polymerization** due to its **electrophilic nature** and ability to form a stable anionic intermediate.

---

**Answer: B**",no,materials_science
B,"The correct answer is: **(B) The polymer experiences depolymerization, leading to the formation of monomers**

**Explanation:**

Nitroxide-Mediated Polymerization (NMP) produces polymers with controlled molecular weight and narrow polydispersity. The polymerization is initiated by a nitroxide radical (e.g., TEMPO) and proceeds via a living/controlled mechanism. The resulting polymer has a stable radical at the end of the chain, which makes it relatively stable under normal conditions.

However, **when the polymer is heated above 150°C**, the nitroxide end groups can undergo **thermal decomposition**. This leads to **depolymerization** of the polymer chain, breaking it down into the original monomers. This is a characteristic behavior of NMP polymers and is often used in the **thermal reversal** of polymerization.

**Answer:** **B**",yes,materials_science
C,"The correct answer is: **(C)**

**Explanation:**

Polyethylene (PE) is a **thermoplastic polymer**, which means it can be **melted and reshaped** when heated. It has **no cross-links** between its polymer chains, so it can be easily recycled by melting and reforming into new products.

Automobile tires, on the other hand, are typically made of **cross-linked rubber**, which is a **thermoset**. Cross-linking creates a **network structure** that is very stable and **cannot be melted** like thermoplastics. This makes recycling tires difficult because breaking down the cross-links requires **extremely high temperatures**, and the resulting material may not be suitable for reuse in many applications.

So, **(C)** correctly explains the difference between recyclability of PE milk jugs and automobile tires. 

**Answer: C**",yes,materials_science
A,"To determine the correct ordering of linkers in increasing pore size of the resulting MOFs, we need to analyze the molecular structures of the linkers provided in the SMILES notation.

Each linker is a **carboxylic acid derivative**, and the **pore size of MOFs** is generally determined by the **size of the linker**. Larger linkers tend to create **larger pores** in the MOF structure, assuming all other factors (such as metal nodes) are similar.

Let’s break down the three linkers:

---

### **Linker 1**:
```
[START_SMILES]CC1=C(C(O)=O)C=CC(C(O)=O)=C1[END_SMILES]
```

This corresponds to **salicylic acid** (2-hydroxybenzoic acid), which has **two carboxylic acid groups** (one at the para position and one at the meta position relative to the hydroxyl group). It is a **bidentate linker** with a **smaller overall size** due to the hydroxyl group and the arrangement of functional groups.

---

### **Linker 2**:
```
[START_SMILES]CC1=CC(C(O)=O)=CC=C1C2=CC=C(C(O)=O)C=C2[END_SMILES]
```

This corresponds to **terephthalic acid** (1,4-benzenedicarboxylic acid), which has **two carboxylic acid groups** at the **para positions** of a benzene ring. This is a **bidentate linker**, and the **symmetrical arrangement** of the carboxylic acid groups leads to a **larger overall size** compared to salicylic acid.

---

### **Linker 3**:
```
[START_SMILES]CC1=CC(C2=CC=C(C(O)=O)C=C2)=CC=C1C3=CC=C(C(O)=O)C=C3[END_SMILES]
```

This corresponds to **naphthalene-1,4,5,8-tetracarboxylic acid**, which has **four carboxylic acid groups** on a **naphthalene ring**. This is a **tetradentate linker**, and due to the **larger aromatic ring** and **more functional groups**, it is the **largest linker** among the three.

---

### **Ordering by Increasing Pore Size**:

- **Smallest linker**: **Salicylic acid** → **Linker 1**
- **Middle linker**: **Terephthalic acid** → **Linker 2**
- **Largest linker**: **Naphthalene-1,4,5,8-tetracarboxylic acid** → **Linker 3**

### **Correct Order (increasing pore size)**:
**Linker 1 < Linker 2 < Linker 3**

---

### **Correct Answer**:
**(A)**  
$$
[START_SMILES]CC1=C(C(O)=O)C=CC(C(O)=O)=C1[END_SMILES] < [START_SMILES]CC1=CC(C2=CC=C(C(O)=O)C=C2)=CC=C1C3=CC=C(C(O)=O)C=C3[END_SMILES] < [START_SMILES]CC1=CC(C(O)=O)=CC=C1C2=CC=C(C(O)=O)C=C2[END_SMILES]
$$

✅ **Answer: A**",yes,materials_science
A,"To determine which pair of crystal systems share the same type of unit cell dimensions but differ in their axial angles, we need to compare the **unit cell parameters** (edge lengths and angles) for each crystal system.

Here are the unit cell parameters for each crystal system:

### 1. **Cubic**  
- Edge lengths: $ a = b = c $  
- Angles: $ \alpha = \beta = \gamma = 90^\circ $

### 2. **Rhombohedral**  
- Edge lengths: $ a = b = c $  
- Angles: $ \alpha = \beta = \gamma \neq 90^\circ $

### 3. **Hexagonal**  
- Edge lengths: $ a = b \neq c $  
- Angles: $ \alpha = \beta = 90^\circ $, $ \gamma = 120^\circ $

### 4. **Monoclinic**  
- Edge lengths: $ a \neq b \neq c $  
- Angles: $ \alpha = \gamma = 90^\circ $, $ \beta \neq 90^\circ $

### 5. **Tetragonal**  
- Edge lengths: $ a = b \neq c $  
- Angles: $ \alpha = \beta = \gamma = 90^\circ $

### 6. **Orthorhombic**  
- Edge lengths: $ a \neq b \neq c $  
- Angles: $ \alpha = \beta = \gamma = 90^\circ $

---

### Let's analyze the options:

**(A) Cubic and Rhombohedral**  
- Both have $ a = b = c $  
- Cubic: all angles = 90°  
- Rhombohedral: all angles ≠ 90°  
✅ **Same edge lengths, different angles** → **Correct**

**(B) Hexagonal and Cubic**  
- Hexagonal: $ a = b \neq c $, angles: $ \alpha = \beta = 90^\circ $, $ \gamma = 120^\circ $  
- Cubic: $ a = b = c $, all angles = 90°  
❌ Different edge lengths and angles → **Incorrect**

**(C) Monoclinic and Tetragonal**  
- Monoclinic: $ a \neq b \neq c $, angles: $ \alpha = \gamma = 90^\circ $, $ \beta \neq 90^\circ $  
- Tetragonal: $ a = b \neq c $, all angles = 90°  
❌ Different edge lengths and angles → **Incorrect**

**(D) Rhombohedral and Hexagonal**  
- Rhombohedral: $ a = b = c $, all angles ≠ 90°  
- Hexagonal: $ a = b \neq c $, angles: $ \alpha = \beta = 90^\circ $, $ \gamma = 120^\circ $  
❌ Different edge lengths and angles → **Incorrect**

**(E) Tetragonal and Orthorhombic**  
- Tetragonal: $ a = b \neq c $, all angles = 90°  
- Orthorhombic: $ a \neq b \neq c $, all angles = 90°  
❌ Different edge lengths, same angles → **Incorrect**

---

### ✅ Correct Answer: **(A) Cubic and Rhombohedral**

**Answer: A**",yes,materials_science
D,"To determine the correct ordering of the linkers in increasing **density of the resulting MOFs after activation**, we need to analyze the **molecular structure and size** of the linkers.

The linkers are provided in SMILES format. Let's interpret them:

---

### **Linker A:**
```
[START_SMILES]CC1=C(C(O)=O)C=CC(C(O)=O)=C1[END_SMILES]
```
This is **benzoic acid** (or a derivative), with **two carboxylic acid groups** attached to a benzene ring. The molecule is **small**, has **two functional groups**, and is **flexible**.

---

### **Linker B:**
```
[START_SMILES]CC1=CC(C(O)=O)=CC=C1C2=CC=C(C(O)=O)C=C2[END_SMILES]
```
This is **terephthalic acid**, which is **two carboxylic acid groups** on a **para-disubstituted benzene ring**. It is **more rigid** than benzoic acid due to the para-substitution, and **has a larger molecular size**.

---

### **Linker C:**
```
[START_SMILES]CC1=CC(C2=CC=C(C(O)=O)C=C2)=CC=C1C3=CC=C(C(O)=O)C=C3[END_SMILES]
```
This is **naphthalene-1,4,5,8-tetracarboxylic acid** (or a similar molecule), with **four carboxylic acid groups** on a **naphthalene ring**. It is **larger** in size and has **more functional groups**, making it **more rigid** and **more bulky**.

---

### **Key Consideration:**
- **Smaller linkers** lead to **more densely packed MOFs**, as the framework can be built with **more linkers per unit volume**.
- **Larger linkers** occupy more space, leading to **lower MOF density**.

---

### **Ordering by increasing density** (i.e., from smallest to largest linker):
1. **Linker A (benzoic acid)** – smallest and most flexible
2. **Linker B (terephthalic acid)** – more rigid and larger than A
3. **Linker C (naphthalene-1,4,5,8-tetracarboxylic acid)** – largest and most rigid

---

### **Correct Answer:**
**(A)**  
$$
\text{[A] < [B] < [C]}
$$

✅ **Answer: A**",no,materials_science
B,"To determine the functionality of allyl alcohol in relation to condensation reactions with terephthalic acid, we need to consider:

1. **Allyl alcohol** has the chemical formula **C₃H₆O** and the structure **CH₂=CH–CH₂–OH**.
2. It contains **one hydroxyl group (–OH)**, which is a reactive site.
3. **Terephthalic acid** has two carboxylic acid groups (–COOH), which are also reactive in condensation reactions.

In a condensation reaction between allyl alcohol and terephthalic acid, the **–OH** group of allyl alcohol can react with one of the **–COOH** groups of terephthalic acid (via esterification or amide formation, depending on the reaction conditions).

Since **allyl alcohol has only one reactive –OH group**, it has **functionality = 1** in this context.

### ✅ Correct Answer: **(B) 1**",yes,materials_science
B,"The correct answer is: **(B) Polycondensation**

Poly(lactic acid) (PLA) is typically synthesized via **polycondensation**, a polymerization technique in which monomers with functional groups (such as carboxylic acid and hydroxyl groups) react to form a polymer and a byproduct (such as water). This process is commonly used for the synthesis of polyester-based polymers like PLA.

**Answer: B**",yes,materials_science
A,"To determine the correct statement regarding the formation of vacancy defects ($V_A$) and interstitial defects ($B_i$) in a semiconductor $\ce{AB}$, let's analyze each option carefully.

---

### **Option (A):**  
**""Both the temperature during synthesis condition and Fermi level within the bandgap can play a role.""**

- **Temperature** affects the equilibrium between defect formation and defect annihilation, as higher temperatures increase the probability of atoms moving and forming defects.
- **Fermi level** (or chemical potential) influences the relative stability of defect states and the concentration of defects, especially in doped semiconductors.
- **True.** Both temperature and Fermi level (chemical potential) can influence defect formation.

✅ **This is a correct statement.**

---

### **Option (B):**  
**""If the chemical potential of atom $\ce{A}$ during synthesis is high, more $V_A$'s are formed.""**

- A **high chemical potential** of $\ce{A}$ means that $\ce{A}$ atoms are more abundant or more favorable to be present in the system.
- Therefore, **fewer vacancies** ($V_A$) would be formed, because vacancies are **deficiencies** of atoms.
- **False.** A high chemical potential of $\ce{A}$ would lead to **fewer** $V_A$ defects, not more.

❌ **This is incorrect.**

---

### **Option (C):**  
**""One cannot control the defect concentration during synthesis, but can be controlled later.""**

- This is **generally not true**. Defect concentration **can be controlled during synthesis** by adjusting parameters like temperature, pressure, and chemical potential.
- Defect concentration **can also be controlled later** (e.g., through annealing or ion implantation), but it's not **true** that one **cannot** control it during synthesis.

❌ **This is incorrect.**

---

### **Option (D):**  
**""The chemical potential of $B_i$ does not affect the concentration of $V_A$ defects.""**

- The chemical potential of $\ce{B_i}$ (interstitial defects of $\ce{B}$) is related to the **chemical potential of $\ce{B}$**, which in turn affects the **equilibrium** of the system.
- Since $\ce{A}$ and $\ce{B}$ are different atoms, the chemical potential of $\ce{B}$ (and thus $B_i$) **can influence** the concentration of $V_A$ defects.
- **False.** The chemical potential of $B_i$ **does** affect the concentration of $V_A$.

❌ **This is incorrect.**

---

### ✅ **Correct Answer: (A)**

**Answer: A**",yes,materials_science
A,"The rate of radical polymerization is proportional to the square root of the initiator concentration. This is because the rate depends on the concentration of radicals, which in turn depends on the square root of the initiator concentration.

$$
\text{Rate} \propto \sqrt{[I]}
$$

To double the rate, we need:

$$
2 \times \text{Rate} \propto \sqrt{[I]_{\text{new}}}
$$

$$
\sqrt{[I]_{\text{new}}} = 2 \sqrt{[I]}
$$

Squaring both sides:

$$
[I]_{\text{new}} = 4[I]
$$

So, the initiator concentration must be **quadrupled**.

### Answer: **B**",No.,materials_science
C,"The correct answer is: **C** (Polyethylene plastics)

Acetylene (C₂H₂) is used in the production of polyethylene plastics through a process called polymerization. 

- **Ethane (A)** and **Methane (B)** are simpler hydrocarbons and are not typically made from acetylene.
- **Propene (D)** is a different hydrocarbon and is not directly produced from acetylene in this context.

The answer is: **C**",yes,materials_science
D,"To determine which of the given systems can be used for **free radical polymerization at 5°C**, we need to consider the **thermal decomposition behavior** of the initiators. Free radical polymerization typically requires the initiator to **decompose at the polymerization temperature**, producing free radicals that initiate the polymerization.

Let’s analyze each option:

---

### (A) **Azobisisobutyronitrile (AIBN)**

- AIBN is a common organic initiator used for free radical polymerization.
- It **decomposes thermally** and is **active at low temperatures**, including around **5°C**.
- It is **suitable for polymerization at low temperatures**.
- ✅ **Can be used at 5°C**.

---

### (B) **Benzoyl peroxide**

- Benzoyl peroxide is also a thermal initiator.
- It **decomposes at higher temperatures** (typically above 50–60°C).
- At **5°C**, it **does not decompose significantly**.
- ❌ **Not suitable for 5°C**.

---

### (C) **Potassium persulfate**

- Potassium persulfate is a **thermal initiator**, but it **requires a co-initiator** (e.g., **sodium metabisulfite** or **sulfite**) to function effectively.
- Even if it decomposes at **5°C**, it may **not be efficient** without a co-initiator.
- ❌ **Not ideal for 5°C** without a co-initiator.

---

### (D) **FeSO₄ + t-butyl hydroperoxide**

- This is a **redox-initiation system**.
- FeSO₄ (ferrous sulfate) is a **reducing agent**, and t-butyl hydroperoxide is an **oxidizing agent**.
- This system **requires a redox reaction** to generate free radicals.
- It is **not thermally activated** and **does not decompose at 5°C**.
- ❌ **Not suitable for 5°C**.

---

### ✅ **Correct Answer: (A) Azobisisobutyronitrile**

**Answer: A**",no,materials_science
A,"The correct answer is: **(A) \ce{F-} forms a stable bonds to the metal ions**

### Explanation:

In the context of NMR analysis of metal-organic frameworks (MOFs), the goal is to **digest** the MOF and **remove the organic linker**, while **preserving the metal clusters**.

- **Hydrofluoric acid (HF)** is often used for this purpose because **fluoride ions (\ce{F^-})** can **coordinate strongly to metal ions**, which helps **stabilize the metal clusters** during the digestion process.
- This **coordination** prevents the metal from dissolving or being lost, allowing for the **intact recovery of the metal cluster**, which is essential for accurate NMR analysis.

### Why the other options are incorrect:

- **(B)**: \ce{HF} is **not more soluble in water** than \ce{HCl}. In fact, \ce{HF} is **highly soluble in water**, but so is \ce{HCl}.
- **(C)**: \ce{HF} has a **much higher boiling point** than \ce{HCl}, but this is **not relevant** to the purpose of digesting MOFs.
- **(D)**: \ce{HF} is a **stronger acid** than \ce{HCl}, not weaker. This is a **common misconception**.

### Final Answer:
**A**",yes,materials_science
B,"The correct answer is: **(C) they have size dependent properties**

### Explanation:
- **(A) they are always made up of inorganic shell** – Incorrect. Not all colloidal semiconductor nanostructures have an inorganic shell; some may have organic coatings or be bare.
- **(B) they are dispersible in solvent** – Incorrect. Colloidal nanostructures are generally dispersible in solvents, but this is not always true (e.g., if they are not properly functionalized or if the solvent is not compatible).
- **(C) they have size dependent properties** – **Correct**. One of the defining features of nanostructures is that their optical, electronic, and magnetic properties depend on their size due to quantum confinement effects.
- **(D) they range from 2 nm–20 nm in size** – Incorrect. While many colloidal semiconductor nanostructures fall in this size range, the size can vary widely depending on the material and synthesis method (e.g., quantum dots can be smaller, and some nanostructures can be larger).

### Final Answer: **C**",no,materials_science
A,"The correct answer is: **B, C**

### Explanation:

**(A) An alloy with a eutectic composition will always solidify at a single temperature.**  
✅ **True**. A eutectic alloy solidifies at a single, well-defined temperature (the eutectic temperature), which is lower than the melting points of the individual components. This is a characteristic of the eutectic reaction.

**(B) The Gibbs free energy of an alloy must be minimized for the alloy to be in a stable phase.**  
✅ **True**. According to thermodynamics, the system will always move toward the state of minimum Gibbs free energy, which corresponds to the most stable phase.

**(C) The presence of intermetallic compounds in an alloy can lead to the formation of multiple phases.**  
✅ **True**. Intermetallic compounds are often formed in alloys and can result in multiple phases, especially when the alloy is near the boundaries of phase regions in a phase diagram.

**(D) The solubility limit in an alloy system is independent of temperature.**  
❌ **False**. The solubility limit of one component in another typically **depends on temperature**. For example, in the Cu-Zn system, solubility increases with temperature, and phase separation can occur upon cooling.

---

### Final Answer: **B, C**  
However, since the question asks for **a single letter** corresponding to the correct answer, and **B and C are both correct**, the best interpretation is that the question expects **multiple correct answers** to be selected.

If only one letter is allowed (as is typical in some multiple-choice formats), and if we must choose the **most correct** or **best** answer, then **B** is the **most universally correct** and **fundamental** statement.

### Final Answer: **B** ✅",yes,materials_science
B,"The correct answer is: **(C) At pH > pKa, the polymer is partially charged and forms a random coil**

### Explanation:

Polyanion/polyacid polymers are typically **carboxylic acid groups** (e.g., poly(acrylic acid)) that can lose protons (H⁺) depending on the pH of the solution.

- **pKa** is the pH at which **half** of the acidic groups are dissociated (i.e., deprotonated).
- At **pH < pKa**, the solution is more acidic than the pKa of the polymer. This means that most of the acidic groups are **protonated** (uncharged), and the polymer tends to be **collapsed** due to the lack of electrostatic repulsion.
- At **pH = pKa**, about **half** of the acidic groups are deprotonated, so the polymer is **partially charged**, and it may adopt a **random coil** conformation.
- At **pH > pKa**, the solution is more basic than the pKa of the polymer. This means that most of the acidic groups are **deprotonated** (charged), leading to **electrostatic repulsion** between the negatively charged groups. This repulsion tends to **stretch** the polymer chain, forming a **stretched chain** conformation.

### Let's evaluate the options:

- **(A)** At pH < pKa, the polymer is uncharged and collapsed – **Incorrect**. It is mostly protonated (partially charged), not uncharged.
- **(B)** At pH > pKa, the polymer is fully charged and forms a stretched chain – **Incorrect**. It is **partially** charged, and while it tends to stretch, it may not be **fully** charged.
- **(C)** At pH > pKa, the polymer is partially charged and forms a random coil – **Incorrect**. At pH > pKa, the polymer is mostly deprotonated and tends to **stretch**, not form a random coil.
- **(D)** At pH ~ pKa, the polymer is charged and collapsed – **Incorrect**. At pH ~ pKa, the polymer is **partially** charged and tends to form a **random coil**, not collapsed.

### Correct statement:

**(C)** is **not** correct. The correct statement would be:

- At **pH > pKa**, the polymer is **mostly deprotonated** (charged) and tends to form a **stretched chain** (not random coil).

### Final Answer: **(B)** is **not** correct.

### Correct answer: **(C)** is **incorrect**.

Actually, the **correct statement** is:

> **At pH > pKa**, the polymer is **fully charged** and forms a **stretched chain**.

So the **correct** answer is:

**(B)**

### ✅ Final Answer: **B**",no,materials_science
A,"To determine which linker might exhibit **photoswitchable gas uptake behavior**, we need to identify whether any of the provided linkers contain **photoswitchable functional groups**.

A **photoswitchable** molecule can change its structure or properties in response to light, typically through **photoisomerization** or **photochemical reactions**. Common photoswitchable groups include:

- **Azobenzene** (–N=N–)
- **Spiropyran** (a photochromic compound)
- **Benzene rings with substituents that change upon light exposure**
- **Other light-sensitive moieties**

Let’s examine each option:

---

### **Option A**  
**[START_SMILES]CC(C=CC=C1)=C1/N=N/C2=C(C(O)=O)C=CC(C(O)=O)=C2[END_SMILES]**

This contains an **azobenzene** group (–N=N–), which is a classic **photoswitchable** group. Azobenzene can undergo **trans-to-cis isomerization** upon exposure to light, which can significantly alter the **pore size**, **gas adsorption capacity**, and **gas uptake behavior** in MOFs.

✅ **This linker is photoswitchable.**

---

### **Option B**  
**[START_SMILES]CC1=C(C2=C(C(C=C(C(O)=O)C=C3)=C3C4=C2C=C(C(O)=O)C=C4)C)C=C(C)S1[END_SMILES]**

This contains several **carboxylic acid groups** (–COOH) and **sulfur atoms** (–S–), but no obvious photoswitchable groups like azobenzene or spiropyran. It may be **acidic or polar**, but no light-sensitive functionality is evident.

❌ **Not photoswitchable.**

---

### **Option C**  
**[START_SMILES]CC1=C(C2=C(C(C=C(C(O)=O)C=C3)=C3C4=C2C=C(C(O)=O)C=C4)C5=C(C)SC(C)=C5)C=C(C)S1[END_SMILES]**

This is more complex and contains **multiple carboxylic acid groups** and **sulfur atoms**. Again, no photoswitchable groups like azobenzene or spiropyran are present.

❌ **Not photoswitchable.**

---

### **Option D**  
**[START_SMILES]CC1=CC(C(O)=O)=CC=C1C2=CC=C(C(O)=O)C=C2[END_SMILES]**

This contains **carboxylic acid groups** (–COOH) and **benzene rings**, but no photoswitchable functional groups.

❌ **Not photoswitchable.**

---

### ✅ **Correct Answer: A**

**Answer: A**",yes,materials_science
A,"The correct answer is: **(C) it is a liquid-phase method**

### Explanation:
- **(A) it involves the separation of the growth and nucleation stages during quantum dots synthesis**  
  ❌ **False.** In the hot injection method, nucleation and growth typically occur simultaneously or in a closely coupled manner, not separated.

- **(B) it is a gas-phase method**  
  ❌ **False.** The hot injection method is a **liquid-phase** synthesis method. Precursors are dissolved in a solvent and injected into a hot solution.

- **(C) it is a liquid-phase method**  
  ✅ **True.** This is the defining characteristic of the hot injection method.

- **(D) it is suitable for synthesizing quantum dots with a wide size distribution**  
  ❌ **False.** The hot injection method is known for producing **monodisperse** (narrow size distribution) quantum dots due to precise control over nucleation and growth.

### Final Answer: **C**",yes,materials_science
B,"We are given a titration problem involving the hydrolysis of **compound B**, which is a **dimer of lactic acid**.

### Step-by-step Breakdown:

---

### **1. Understand the reaction:**

Lactic acid is a weak acid, and it can dimerize to form **compound B**, which is a dimer of lactic acid.

When compound B is **hydrolyzed**, it reverts back to two molecules of lactic acid.

So:
$$
\ce{B -> 2 CH3CH(OH)COOH}
$$

---

### **2. Reaction with NaOH:**

Lactic acid reacts with **NaOH** in a 1:1 molar ratio:
$$
\ce{CH3CH(OH)COOH + NaOH -> CH3CH(OH)COO^-Na^+ + H2O}
$$

So, for **each mole of lactic acid**, one mole of NaOH is consumed.

Since compound B is a **dimer**, it will react with **2 moles of NaOH** per mole of compound B.

---

### **3. Titration with HCl:**

After hydrolysis, compound B is converted back into **two moles of lactic acid**.

So, the **total moles of NaOH** added initially will be:

- **Moles of NaOH added** = $0.100 \, \text{mol/dm}^3 \times 0.04000 \, \text{dm}^3 = 0.004000 \, \text{mol}$
- **Moles of NaOH remaining** = $0.100 \, \text{mol/dm}^3 \times 0.01850 \, \text{dm}^3 = 0.001850 \, \text{mol}$

So, **moles of NaOH consumed** = $0.004000 - 0.001850 = 0.002150 \, \text{mol}$

Since **each mole of compound B consumes 2 moles of NaOH**, the moles of compound B is:

$$
\text{Moles of B} = \frac{0.002150}{2} = 0.001075 \, \text{mol}
$$

---

### **4. Calculate the mass of compound B:**

We need to know the **molar mass** of compound B, which is a **dimer of lactic acid**.

#### Molar mass of lactic acid:
$$
\ce{C3H6O3} \Rightarrow 3(12.01) + 6(1.01) + 3(16.00) = 36.03 + 6.06 + 48.00 = 90.09 \, \text{g/mol}
$$

So, the molar mass of **compound B** (dimer) is:
$$
2 \times 90.09 = 180.18 \, \text{g/mol}
$$

---

### **5. Final Calculation:**

$$
\text{Mass of B} = 0.001075 \, \text{mol} \times 180.18 \, \text{g/mol} = 0.1935 \, \text{g}
$$

---

### **Answer:**

The closest option is:

**(C) 0.1905**

---

### ✅ Final Answer: **C**","no

---

### **Reason:**

The final calculated mass of compound B is **0.1935 g**, which is **not** equal to **0.1905 g**. The correct answer should be **0.1935 g**, and none of the given options exactly match this value.

However, **option (C) 0.1905 g** is the **closest** value to the calculated mass, so it might be considered the best choice if the question allows for some rounding or experimental error.

But strictly speaking, the **calculated value** is **not** exactly one of the options, so the **answer is not correct**.

---

### ✅ Final Answer: **No**.",materials_science
A,"To solve this, we need to recall the rate law for **radical polymerization**.

The **rate of polymerization** in radical polymerization is typically given by:

$$
R_p = k_p [M][I]^{1/2}
$$

Where:
- $ R_p $ = polymerization rate
- $ k_p $ = rate constant
- $ [M] $ = monomer concentration
- $ [I] $ = initiator concentration

We are told:
- The **initiator concentration is reduced to 25%** of its original value.
- The **gross reaction rate** (i.e., $ R_p $) must **remain the same**.
- We are to find by what **factor the monomer concentration must be increased**.

---

### Step 1: Let the original values be:
- $ [I]_0 $
- $ [M]_0 $

Then:
- New $ [I] = 0.25[I]_0 $
- New $ [M] = x[M]_0 $, where $ x $ is the factor by which the monomer concentration must be increased.

We want the **rate to remain the same**, so:

$$
k_p [M]_0 [I]_0^{1/2} = k_p x[M]_0 (0.25[I]_0)^{1/2}
$$

Cancel $ k_p [M]_0 $ from both sides:

$$
[I]_0^{1/2} = x (0.25)^{1/2} [I]_0^{1/2}
$$

Divide both sides by $ [I]_0^{1/2} $:

$$
1 = x (0.25)^{1/2}
$$

$$
x = \frac{1}{(0.25)^{1/2}} = \frac{1}{\sqrt{0.25}} = \frac{1}{0.5} = 2
$$

---

### ✅ Final Answer: **A** (2)",yes,materials_science
