Truth,Model,Critic
5 to 5,The maximum number of peaks that can be observed in the X-ray diffraction pattern from FCC polycrystalline aluminum is **A**.,no
15.5 to 18.5,"The planar atomic density in the (110) plane of a BCC iron crystal is calculated using the formula:

$$
\text{Planar atomic density} = \frac{1}{N_A} \cdot \frac{1}{V} \cdot V_{\text{unit cell}} \cdot \frac{1}{\text{planar atomic density in unit cell}}
$$

Given:
- Lattice parameter $ a = 0.287 \, \text{nm} $
- BCC structure: $ N_{\text{unit cell}} = 2 $ (each unit cell has 2 atoms)
- Planar atomic density in unit cell $ = 2 $ nm$^{-2}$

So, the planar atomic density in the (110) plane is:

$$
\text{Planar atomic density} = \frac{1}{2} \cdot \frac{1}{0.287} \cdot 2 = \frac{1}{0.287} \approx 3.493 \, \text{nm}^{-2}
$$

Rounded to 2 decimal places:

$$
\boxed{3.49}
$$

Answer: **B**",No.
D,"The correct answer is: **(B) 76.99°**.  

This corresponds to the fourth reflection in an FCC structure with lattice parameter $ a = 3.5 $ Å and X-ray wavelength $ \lambda = 1.54056 $ Å.",No.
0.84 to 0.90,"To find the ratio of surface energy of the {111} surface to the {100} surface in an FCC metal, we need to consider only the **nearest neighbor broken bonds**.

### Step 1: Surface energy contribution from nearest neighbor bonds

In a crystal, surface energy arises due to the **breakage of bonds between the surface atoms and their neighbors**.

For an FCC metal, the surface atoms have 6 nearest neighbors (in the FCC structure), but only **the nearest neighbor** (i.e., the 6 nearest neighbors) contributes to the surface energy.

### Step 2: Surface energy per atom

Let’s denote the surface energy per atom as $ E_{\text{surface}} $. For each atom, the surface energy is due to the breakage of 6 nearest neighbors.

So, the total surface energy for {111} surface is:

$$
E_{\text{surface}} = 6 \times E_{\text{surface}}
$$

For {100} surface, the surface atoms have 1 nearest neighbor, so:

$$
E_{\text{surface}} = 1 \times E_{\text{surface}}
$$

### Step 3: Ratio

The ratio of surface energy is:

$$
\frac{E_{\text{surface, {111}}}}{E_{\text{surface, {100}}}} = \frac{6}{1} = 6.00
$$

### Final Answer:

$$
\boxed{\text{A}}
$$",No.
5.85 to 6.00,"Given:

- Atomic weight of **Fe** = 55.8 g/mol  
- Atomic weight of **C** = 12.0 g/mol  
- Avogadro’s number = $ 6.023 \times 10^{23} $  
- Lattice parameter of Fe in austenite (fcc) = 4 Å  
- Density of austenite = ? (to be calculated)  
- Round off to **2 decimal places**

### Step 1: Calculate the number of moles of Fe in 10 atoms  
$$
\text{Moles of Fe} = \frac{10}{6.023 \times 10^{23}} \approx 1.657 \times 10^{-23} \text{ mol}
$$

### Step 2: Use the density formula for fcc lattice  
The density $ \rho $ of a material is given by:

$$
\rho = \frac{n \cdot M}{V}
$$

Where:
- $ n $ = number of atoms per unit volume (in this case, 10 atoms per 1 Å³)
- $ M $ = molar mass of the element
- $ V $ = volume per atom (in $ \text{Å}^3 $)

$$
V = \frac{4 \, \text{Å}^3}{6.023 \times 10^{23}} \approx 6.656 \times 10^{-24} \, \text{Å}^3
$$

$$
\rho = \frac{10 \cdot 55.8}{6.656 \times 10^{-24}} \approx \frac{558}{6.656 \times 10^{-24}} \approx 8.34 \times 10^{25} \, \text{g/cm}^3
$$

### Final Answer: **B** (to 2 decimal places)  

**Answer: B**",No.
4232 to 4249,"Given:

- Avogadro's number: $ N_A = 6.02 \times 10^{23} \, \text{mol}^{-1} $
- Boltzmann constant: $ k_B = 8.62 \times 10^{-5} \, \text{eV/K} $
- Enthalpy required to create an oxygen vacancy: $ \Delta H = 4 \, \text{eV} $
- Temperature: $ T = 1000 \, \text{K} $

We are asked to find the **number of oxygen vacancies per mole** of $ CeO_2 $.

---

### Step 1: Use the formula for the number of vacancies per mole

The number of vacancies per mole is:

$$
N = \frac{\Delta H}{k_B \cdot T}
$$

Substitute the values:

$$
N = \frac{4 \, \text{eV}}{8.62 \times 10^{-5} \, \text{eV/K} \cdot 1000 \, \text{K}}
$$

$$
N = \frac{4}{8.62 \times 10^{-2}} \approx 46.43
$$

---

### Final Answer:

$$
\boxed{B}
$$",No.
A,"The correct answer is: **D**. Grain boundaries.  

**Explanation**:  
- **Vacancies** (A) are defects that occur when atoms are missing from a crystal lattice.  
- **Dislocations** (B) are line defects that allow atoms to move freely through the crystal lattice.  
- **Stacking faults** (C) are defects that occur when atoms are arranged in a way that disrupts the correct stacking.  
- **Grain boundaries** (D) are defects that occur at the interface between two different crystal structures.  

So, the correct answer is: **D**.",no
B,"The formula for the Bragg equation is:

$$
n\lambda = 2d\sin\theta
$$

Where:
- $ n $ is the Bragg diffraction order,
- $ \lambda $ is the incident X-ray wavelength,
- $ d $ is the interplanar spacing,
- $ \theta $ is the angle of incidence.

Given:
- $ \theta = 78^\circ $,
- $ \lambda = 0.154 \, \text{nm} $,
- $ n = 1 $ (since it's a single reflection),
- $ d $ is the lattice parameter.

Substitute the values:

$$
0.154 = 2d\sin(78^\circ)
$$

$$
d = \frac{0.154}{2\sin(78^\circ)}
$$

$$
d \approx \frac{0.154}{2 \times 0.9781} \approx \frac{0.154}{1.9562} \approx 0.078 \, \text{nm}
$$

This is **less than 0.5 nm**, so the correct answer is:

**(C) 0.3 nm** (since 0.3 nm is the closest option to the calculated value). 

**Answer: C**",No.
B,"The inter-planar spacing of the planes $\{nh\,n\,n\}$, where $n$ is an integer, is given by:

$$
\frac{d}{n^2}
$$

Therefore, the correct answer is: **D**.",No.
A,"The correct answer is: **D**.

The Burgers vectors for the two partial dislocations must combine to give the original unit dislocation with Burgers vector $ \left( \frac{a}{2} \right)[1, -1, 0] $. 

Let the two partial dislocations have Burgers vectors $ \vec{b}_1 = \left( \frac{a}{6} \right)[1, 1, 1] $ and $ \vec{b}_2 = \left( \frac{a}{6} \right)[1, -2, -1] $. 

Adding them:  
$$
\vec{b}_1 + \vec{b}_2 = \left( \frac{a}{6} \right)[1 + 1, 1 - 2, 1 - 1] = \left( \frac{a}{6} \right)[2, -1, 0]
$$

This matches the original unit dislocation’s Burgers vector $ \left( \frac{a}{2} \right)[1, -1, 0] $.

**Correct answer: D**.",No.
D,"The correct answer is: **D** Absorption.  

Radiography detects defects by causing absorption of radiation, which then creates an image of the material.",yes
A,"The grain size of the material is approximately:

**(C) 4.5 µm**

**Explanation:**

The Hall-Petch constant (also called the ""locking parameter"") is given as $ 0.10 \, \text{MN/m}^{1.5} $, and the lattice frictional stress is $ 100 \, \text{MN/m}^2 $. 

The relationship between the Hall-Petch constant and the grain size is given by:

$$
\text{Hall-Petch constant} = \frac{1}{\text{grain size}} \cdot \text{lattice frictional stress}
$$

Rearranging for grain size:

$$
\text{grain size} = \frac{1}{\text{Hall-Petch constant}} = \frac{1}{0.10} = 10 \, \text{m}^{-1}
$$

This means that the grain size is approximately 10 times smaller than the Hall-Petch constant.

Given the options:
- (A) 45 µm → 0.045 m → 45000 µm
- (B) 35 µm → 0.035 m → 35000 µm
- (C) 4.5 µm → 0.0045 m → 4500 µm
- (D) 3.5 µm → 0.0035 m → 3500 µm

The correct grain size is approximately **4.5 µm**. 

**Answer: C**",no
A,"The correct answer is: **A**.  

G-P zones in Al-Cu alloys are **coherent**.",yes
A,"The correct answer is: **C**. Vanadium. 

Austenite stabilizers are elements that help prevent the formation of martensite during quenching, thus stabilizing austenite. Among the options, **vanadium** is the only one that is known to act as an austenite stabilizer.",No.
0.339 TO 0.341,A.,no
C,"The maximum linear density along the [110] direction means that the unit cell has the maximum number of atoms per unit length along this direction. This is a property of the crystal structure, not directly related to the packing density of the (100) plane.

However, the packing density of a crystal plane is calculated as:

$$
\text{Packing density} = \frac{\text{Number of atoms per unit area}}{\text{Area of the plane}}
$$

This value depends on the structure of the crystal, such as FCC, BCC, or HCP. In the case of a simple cubic structure, the packing density is 0.5.

Since the options given are all less than 1, and assuming the correct answer is based on the standard FCC or BCC structure, the most reasonable answer is:

$$
\boxed{\text{C}} \quad \text{(79%)}
$$",yes
D,"The interplanar spacing of the first two peaks in an FCC metal can be calculated using the Bragg equation:

$$
d \sin \theta = \lambda
$$

For the first two peaks, the interplanar spacing $d$ is related to the wavelength $\lambda$ of the X-ray by:

$$
d = \frac{\lambda}{\sin \theta}
$$

If the first two peaks have the same wavelength, then the ratio of interplanar spacings is:

$$
\frac{d_1}{d_2} = \frac{\lambda}{\sin \theta} \cdot \frac{1}{\lambda / \sin \theta} = 1
$$

But since the question refers to the **ratio of interplanar spacing obtained from the first two peaks**, and assuming the X-ray wavelength is the same, the correct answer is:

$$
\boxed{A} \, \text{1.91}
$$",No.
D,"The correct answer is: **D** P-2, Q-1, R-4, S-3.",yes
B,"The correct answer is: **A) 0.125**

The modulus of the Burgers vector $ b $ is calculated using the relationship:

$$
b \approx \frac{M}{E} \cdot \frac{1}{\alpha}
$$

Where:
- $ M $ is the shear modulus (70 GPa),
- $ E $ is the bulk modulus (not given, but since we are given the shear modulus, this might not be necessary),
- $ \alpha $ is the atomic diameter of the iron atom (0.25 nm).

So:

$$
b \approx \frac{70 \times 10^9 \text{ Pa}}{70 \text{ GPa}} \cdot \frac{1}{0.25 \text{ nm}} = 0.125 \text{ nm}
$$

**Answer: A)** 0.125",no
C,"To calculate the energy (in J/m) of an edge dislocation in α-Fe, we use the formula:

$$
E = \frac{d}{2\mu}
$$

Where:
- $ d $ is the atomic diameter of iron, $ 0.25 \, \text{nm} = 2.5 \times 10^{-10} \, \text{m} $,
- $ \mu $ is the shear modulus, $ 70 \, \text{GPa} = 70 \times 10^9 \, \text{Pa} $.

Substituting the values:

$$
E = \frac{2.5 \times 10^{-10}}{2 \times 70 \times 10^9} = \frac{2.5 \times 10^{-10}}{1.4 \times 10^{11}} \approx 1.786 \times 10^{-21} \, \text{J/m}
$$

This is approximately **0.5 * $10^{-9}$**.

### Final Answer: **A**. 0.5 × $10^{-9}$",No.
C,"The correct answer is: **C**.  

**Explanation:**  
- **Dislocation density** has units of **m⁻²** (since it's a density of dislocations per unit area).  
- **Stress intensity factor** has units of **MPa·m^(1/2)** (since it is a measure of stress in a material under a critical stress).  

So, the correct answer is: **C**.",yes
A,"The correct answer is: **(D) Wire drawing**. 

An earing defect is associated with **wire drawing**, where the material is pulled from a larger diameter to a smaller diameter, leading to the formation of a hollow or ear-like defect.",No.
B,"The correct answer is: **(C) P-4, Q-2, R-3, S-1**  

**Reasoning:**  
- **P (Tungsten)** corresponds to **3 (FCC)**  
- **Q (Nickel)** corresponds to **2 (Simple cubic)**  
- **R (Magnesium)** corresponds to **3 (BCC)**  
- **S (Polonium)** corresponds to **1 (HCP)**  

Thus, the correct pairing is **P-4, Q-2, R-3, S-1**.",no
2.30 TO 2.38,"The interplanar spacing $d$ for the (111) planes in aluminium can be calculated using the formula:

$$
d = \frac{1.431 \, \text{Å}}{n}
$$

where $n = 3$ is the number of atoms in the unit cell. Therefore, the interplanar spacing is:

$$
d = \frac{1.431}{3} \approx 0.477 \, \text{Å}
$$

Thus, the correct answer is:

**B. 0.477 Å**",No.
B,"The given crystal has a unit cell with sides $ a = b \neq c $ and angles $ \alpha = \beta = \gamma = 90^\circ $. This is characteristic of the **orthorhombic** system.

Answer: **C**",No.
D,"The correct answer is: **D (110)**

The 2nd peak in an X-ray powder pattern of a simple cubic crystal corresponds to the **(110)** plane.",yes
B,The correct answer is: **B**. Edge cracking.,yes
3,"The strain energy per unit length of a dislocation depends on its Burgers vector and the crystal structure. The strain energy per unit length for a dislocation is given by:

$$
\Delta U = \frac{B}{2} \cdot \frac{\pi}{2} \cdot \frac{a}{2} \cdot \left( \frac{1}{2} \right)^{2} \cdot \frac{2}{3}
$$

Where:
- $ B $ is the Burgers vector,
- $ a $ is the lattice parameter,
- $ \frac{1}{2} $ is the fraction of the lattice along the direction of the dislocation,
- $ \frac{2}{3} $ is the factor from the crystal structure.

For the dislocation with Burgers vector $ \frac{a}{2} $ along the $ \langle 110 \rangle $ direction:

$$
x = \frac{\frac{a}{2}}{\frac{a}{6}} = 3
$$

So the correct answer is: **B**.",no
B,"The correct answer is: **D) 1.733 and 74%**. 

The c/a ratio for an ideal hexagonal-closed packed structure is **1.733**, and the packing efficiency is **74%**. 

So, the final answer is: **D**.",No.
54.0 TO 55.5,"The angle between a dislocation vector and its Burger vector is **0 degrees** because the Burger vector is the vector used to define the dislocation line. 

Answer: **A**",no
B,"A plastically deformed metal crystal at low temperature exhibits wavy slip line pattern due to **(C) Low stacking fault energy**.

The correct answer is: **C**.",No.
1.3 TO 1.5,"The correct answer is: **A**

The surface energy per unit area for a bcc metal depends on the atomic arrangement and the surface curvature. The (100) plane has a higher surface energy than the (110) plane. Therefore, the ratio is **A**.",no
0.030 TO 0.034,"The radius of the largest sphere that can fit in a tetrahedral void in an FCC metal is given by the formula:

$$
r = \frac{a}{\sqrt{6}}
$$

Where:
- $ a $ is the lattice parameter.

Given:
- $ a = 0.401 \, \text{nm} $

$$
r = \frac{0.401}{\sqrt{6}} \approx \frac{0.401}{2.449} \approx 0.164 \, \text{nm}
$$

Thus, the answer is: **A**.",No.
4,"The effective number of atoms in an unit cell of a cubic metal can be calculated using the formula:

$$
N = \frac{Z}{V}
$$

Where:
- $ Z $ is the number of atoms per unit cell (in this case, the lattice parameter is 0.4 nm, so the unit cell volume is $ V = a^3 = (0.4 \, \text{nm})^3 $),
- $ V $ is the volume of the unit cell.

So:

$$
N = \frac{Z}{a^3}
$$

Since $ Z = 1 $ (one atom per unit cell), and the lattice parameter $ a = 0.4 \, \text{nm} $:

$$
N = \frac{1}{(0.4 \, \text{nm})^3} = \frac{1}{0.064 \, \text{nm}^3} = 15.625
$$

The effective number of atoms in an unit cell is approximately **15.625**.

**Answer: A**",No.
D,"The correct answer is: **D**. P-4; Q-3; R-1; S-2.  

Answer: **D**",yes
B,"The correct answer is: **C**. 

The slip system activated by a tensile stress along the [110] direction is determined by the orientation of the crystal and the direction of the stress. The slip systems are usually activated based on the crystallographic direction and the stress orientation.

- **(A)**: [a/2][-1 1 0](1 1 1): This is a slip system along the [110] direction, which is activated when the stress is along the [110] direction.
- **(B)**: [a/2][0 1 1](1 1 -1): This is a slip system along the [110] direction, which is activated when the stress is along the [110] direction.
- **(C)**: [a/2][0 1 1](1 -1 1): This is a slip system along the [110] direction, which is activated when the stress is along the [110] direction.
- **(D)**: [a/2][1 1 0](-1 1 -1): This is a slip system along the [110] direction, which is activated when the stress is along the [110] direction.

All slip systems (A, B, C, D) are activated when the tensile stress is along the [110] direction. However, the correct answer is:

**C**.",no
C,"The correct answer is: **B**.

### Explanation:

- **{1 -1 0 0} <1 1 -2 0>** has the **c/a ratio** of 1.633, which is **greater than the ideal c/a ratio of 1.856**.
- **{1 -1 0 0} <0 0 0 2>** has the **c/a ratio of 1.633**, which is **less than the ideal c/a ratio of 1.856**.
- **{0 0 0 1} <1 1 -2 0>** has a **c/a ratio of 1.633**, which is still less than the ideal c/a ratio.
- **{1 0 -1 -1} <1 1 -2 3>** has a **c/a ratio of 1.856**, which is the **ideal c/a ratio**.

Therefore, **{1 -1 0 0} <1 1 -2 0>** (option B) has the **lowest** c/a ratio, making it the slip system that occurs most easily at room temperature. 

**Answer: B**.",No.
B,"The correct answer is: **B**.

**Reason [R]**: ""Grain boundaries act as a barrier to motion of dislocations"" is **true**.

**Assertion [A]**: ""For a material exhibiting Coble creep, a reduction in grain size results in a significant increase in creep rate."" is **true**.

**Both [A] and [R] are true.**

So, the answer is: **B**.",yes
0.225 TO 0.235,"To find the wavelength of X-rays in a powder diffraction experiment, we use the Bragg's Law:

$$
n\lambda = 2\pi d \sin\theta
$$

Where:
- $n$ is the order of diffraction (here, $n = 1$),
- $\lambda$ is the wavelength,
- $d$ is the interplanar spacing (which is the lattice parameter of BCC iron),
- $\theta$ is the angle of incidence.

Given:
- The lattice parameter $d = 0.287\, \text{nm}$
- The angle $\theta = 2\theta = 68.7^\circ$

So:
$$
\lambda = \frac{2\pi d \sin\theta}{n}
$$

Plug in the values:
$$
\lambda = \frac{2\pi \cdot 0.287\, \text{nm} \cdot \sin(68.7^\circ)}{1}
$$

$$
\lambda = 2 \cdot 0.287 \cdot \sin(68.7^\circ) \, \text{nm}
$$

$$
\lambda \approx 0.574 \cdot \sin(68.7^\circ) \, \text{nm}
$$

$$
\sin(68.7^\circ) \approx 0.930
$$

$$
\lambda \approx 0.574 \cdot 0.930 = 0.531 \, \text{nm}
$$

**Answer: 0.531 nm** (rounded to three decimal places). 

So, the correct answer is: **A**.",No.
C,"The correct answer is: **C**.  
Van der Waals bonds are weaker than hydrogen bonds.",yes
0.153 TO 0.155,"To find the wavelength of X-rays using the Bragg equation:

$$
n\lambda = 2d\sin\theta

$$

where:

- $ n = 1 $ (the first-order reflection),
- $ d = 0.3615 \, \text{nm} $ (the lattice parameter),
- $ \theta = 21.68^\circ $ (Bragg angle).

Rearranging for $ \lambda $:

$$
\lambda = \frac{2d \sin\theta}{n}
$$

Substitute the values:

$$
\lambda = \frac{2 \times 0.3615 \times \sin(21.68^\circ)}{1}
$$

$$
\lambda \approx 0.7230 \, \text{nm}
$$

Rounded to **three decimal places**, the wavelength is:

$$
\boxed{A}
$$",No.
B,"The correct answer is: **D**.

### Explanation:

A slip system consists of a **slip plane** and a **slip direction**. The slip plane is typically represented as a lattice plane (a set of atoms that move along it), and the slip direction is the direction in which the atoms slide.

For a **FCC (face-centered cubic) crystal**, the slip plane and slip direction are defined by vectors that are perpendicular to each other (i.e., perpendicular to the slip plane and the slip direction). The slip direction must be perpendicular to the slip plane.

Let’s analyze each option:

- **(A) (1 1 1)[1 -1 0]**  
  - This is a valid slip system.

- **(B) (-1 1 1)[0 1 1]**  
  - This is a valid slip system.

- **(C) (1 -1 1)[1 0 -1]**  
  - This is a valid slip system.

- **(D) (1 1 -1)[1 0 1]**  
  - This is **not** a valid slip system.  
  - The slip direction is **not** perpendicular to the slip plane.  
  - The slip plane is represented by the vector **(1 1 -1)**, and the slip direction is **[1 0 1]**.  
  - The dot product of these two vectors is:  
    $$
    (1)(1) + (1)(0) + (-1)(1) = 1 + 0 - 1 = 0
    $$
    So, they are **perpendicular**, and this is a valid slip system.

### ✅ Final Answer: **D**.",no
B,"The correct answer is: **A) 102.5°**

This corresponds to the angle between two neighboring tetrahedral bonds in a silicon (Si) atom in a diamond cubic structure. The angle is calculated based on the geometry of the Si atoms and the arrangement of the tetrahedral bonds.",No.
B,"The correct answer is: **B**

**Explanation:**

We are given a set of dislocation reactions, and we are to determine which one is **not feasible** in an FCC crystal.

Let’s analyze each reaction:

### (A)  
$$
\frac{1}{2} [0 - 1 1] \rightarrow \frac{1}{6} [1 - 2 1] + \frac{1}{6} [-1 - 1 2]
$$  
This reaction is **feasible** in an FCC crystal.

### (B)  
$$
\frac{1}{2} [1 - 1 0] + \frac{1}{2} [1 - 1 0] \rightarrow [1 - 1 0]
$$  
This reaction is **not feasible** in an FCC crystal.  
Because both sides of the equation are identical, the reaction cannot be balanced and therefore is **not feasible**.

### (C)  
$$
\frac{1}{6} [1 1 - 2] + \frac{1}{3} [1 1 1] \rightarrow \frac{1}{2} [1 1 0]
$$  
This reaction is **feasible** in an FCC crystal.

### (D)  
$$
\frac{1}{2} [-1 0 1] \rightarrow \frac{1}{6} [-2 1 1] + \frac{1}{6} [-1 -1 2]
$$  
This reaction is **feasible** in an FCC crystal.

### ✅ Correct Answer: **B**",yes
D,"The correct answer is: **B**.

**Reason [r]** is **false**, because **atomic migration can occur along dislocations and grain boundaries**. This is a key point in the understanding of solid-state diffusion. The rate of homogenization in dilute substitutional solid solutions is indeed controlled by the diffusivity of the element being substituted, not by atomic migration along dislocations and grain boundaries. 

Thus, **[a] is true**, and **[r] is false**. 

**Answer: (B)**",no
48,"Given:
- Symmetric distribution
- Mean (µ) = 5 µm
- Standard deviation (σ) = 0.5 µm
- Probability $ P(X \leq \mu + 2\sigma) = 0.98 $

We need to find the percentage of specimens with grain size in the range **5 to 6 µm**.

### Step 1: Calculate the value of $ \mu + 2\sigma $

$$
\mu + 2\sigma = 5 + 2(0.5) = 5 + 1 = 6 \text{ µm}
$$

So, we are looking for $ P(5 \leq X \leq 6) $.

### Step 2: Use the cumulative distribution function (CDF) of the normal distribution

Since the distribution is symmetric and the value $ 6 $ is $ \mu + 2\sigma $, we know:

$$
P(X \leq \mu + 2\sigma) = P(X \leq 6) = 0.98
$$

But we want:

$$
P(5 \leq X \leq 6) = P(X \leq 6) - P(X \leq 5)
$$

From the given, $ P(X \leq 6) = 0.98 $, so:

$$
P(5 \leq X \leq 6) = 0.98 - P(X \leq 5)
$$

We also know that:

$$
P(X \leq \mu) = P(X \leq 5) = 0.5
$$

Therefore:

$$
P(5 \leq X \leq 6) = 0.98 - 0.5 = 0.48
$$

### Step 3: Convert to percentage

$$
0.48 \times 100 = 48\%
$$

### Final Answer:
**A**",yes
A,"The correct answer is: **C**. 110, 200, 211, 311.",no
D,"The correct answer is: **D**.  

**P – 3, Q – 1, R – 2, S – 4**",yes
"B,D","The correct answer is: **A**.  

**Explanation**:  
The Orowan equation for plastic flow due to dislocation movement states that the strain rate $ \varepsilon $ is proportional to the square of the dislocation velocity $ v $, i.e., $ \varepsilon \propto v^2 $.  

So, the correct relationship is:  
**(A) $ \varepsilon \propto v^2 $**.",No.
B,"The correct answer is: **D**.

**Reasoning:**

- **Column A** describes dislocation reactions involving coefficients and vectors, and the result is a vector with specific components.
- **Column B** describes the dislocation reactions in terms of their effects on the crystal structure, such as forming a Lomer-Cottrell lock (1), being energetically unfavorable (2), or typical in BCC metals (3).

- **Option D**: **P - 2, Q - 1, R - 3** matches the structure of the reactions in Column A with the descriptions in Column B.

**Answer:** D",no
C,"The correct answer is: **B**.  

**Explanation:**  
- (P) Cottrell atmosphere: Corresponds to (1) Decrease in yield stress when loading direction is reversed.  
- (Q) Suzuki interaction: Corresponds to (2) Stress assisted diffusion of vacancies resulting in plastic deformation in a polycrystalline material.  
- (R) Bauschinger effect: Corresponds to (4) Segregation of solutes to the stacking fault.  
- (S) Nabarro- Herring creep: Corresponds to (3) Lüders bands.  

**Answer: B**",No.
D,"The given equation is:

$$
\frac{a}{2} \begin{bmatrix} 1 & 1 & 0 \end{bmatrix} \to \frac{a}{6} \begin{bmatrix} 2 & -1 & 1 \end{bmatrix} + \frac{a}{6} \begin{bmatrix} 1 & -2 & -1 \end{bmatrix}
$$

We are asked to determine the plane on which the two partial dislocations lie.

### Step 1: Understand the notation
- The matrix $ \begin{bmatrix} 1 & 1 & 0 \end{bmatrix} $ represents a **vector** in the FCC lattice.
- The matrix $ \begin{bmatrix} 2 & -1 & 1 \end{bmatrix} $ and $ \begin{bmatrix} 1 & -2 & -1 \end{bmatrix} $ are **components** of a **partial dislocation vector**.

### Step 2: Identify the plane
From the dislocation vector representation, the **plane** is determined by the vector $ \begin{bmatrix} 1 & 1 & 0 \end{bmatrix} $, which corresponds to the plane:

$$
(1, 1, 1)
$$

### Final Answer: **(A) (-1 1 1)**

**Answer:** A",No.
0.045 TO 0.06,The correct answer is: **A**.,no
24.00 TO 26.00,"To find the **Bragg angle** $ \theta $, we use the formula:

$$
\theta = \frac{2\lambda}{d}
$$

Where:

- $ \lambda = 0.154 \, \text{nm} $ (from the Cu-Kα X-ray wavelength),
- $ d = 0.36 \, \text{nm} $ (lattice parameter of the metal).

Plugging in the values:

$$
\theta = \frac{2 \times 0.154}{0.36} = \frac{0.308}{0.36} \approx 0.8611 \, \text{radians}
$$

Convert radians to degrees:

$$
\theta \approx 0.8611 \times \frac{180}{\pi} \approx 49.05^\circ
$$

### Final Answer: **A**",No.
D,"The correct answer is: **A**

**Reason [R]**: BCC metals have fewer independent slip systems than FCC metals.

This is **true**, as BCC metals (like W and Mo) have fewer slip systems and hence are less ductile than their FCC counterparts (like Ni and Pt). 

**Assertion [A]**: Refractory BCC metals like W and Mo are less ductile than FCC metals like Ni and Pt at room temperature.

This is also **true**, as BCC metals are indeed less ductile than FCC metals at room temperature.

**Conclusion**: Both [A] and [R] are true, and [R] is the correct reason for [A].

**Answer: A**",no
7 TO 9,"To find the number of atoms per unit area on the (100) plane of Pb, we need to use the formula for the number of atoms per unit area in a crystal plane:

$$
N = n \cdot A / A_{\text{unit area}}
$$

Where:
- $ n $ is the number of atoms per unit cell,
- $ A $ is the area of the unit cell,
- $ A_{\text{unit area}} $ is the area of the (100) plane.

### Step 1: Number of atoms per unit cell in FCC structure
In an FCC structure, there are 4 atoms per unit cell.

### Step 2: Area of the (100) plane
The (100) plane is a face-centered cubic (FCC) plane. The area of the (100) plane is:

$$
A = \text{side length}^2
$$

The lattice parameter $ a $ for Pb is given as 0.175 nm. So:

$$
A = (0.175)^2 = 0.030625 \, \text{nm}^2
$$

### Step 3: Number of atoms per unit area
Each atom occupies a position on the (100) plane, so we divide the number of atoms per unit cell by the number of atoms per unit area:

$$
N = \frac{4 \cdot 0.030625}{0.030625} = 4
$$

### Final Answer:
$$
\boxed{A}
$$",No.
C,"The formula for the Bragg equation is:

$$
n\lambda = 2d \sin \theta
$$

where:
- $ n $ is the order of diffraction (first peak, so $ n = 1 $),
- $ \lambda $ is the wavelength of X-rays,
- $ d $ is the interplanar distance,
- $ \theta $ is the Bragg angle.

Given:
- $ \lambda = 0.1543 \, \text{nm} $
- $ \theta = 24.65^\circ $
- $ n = 1 $

We solve for $ d $:

$$
d = \frac{n\lambda}{2\sin \theta} = \frac{0.1543}{2 \sin 24.65^\circ}
$$

$$
d \approx \frac{0.1543}{2 \times 0.417} \approx \frac{0.1543}{0.834} \approx 0.185 \, \text{nm}
$$

**Answer: (A) 0.185**",No.
0.018 TO 0.020,"The largest interstitial atom that can be accommodated in an octahedral void in BCC iron without distorting the lattice has a radius equal to the radius of the BCC lattice minus the interstitial radius. 

Given:
- Radius of the BCC lattice (Fe atom) = 0.124 nm

Thus, the radius of the largest interstitial atom is:

$$
0.124 \, \text{nm} - 0.001 \, \text{nm} = 0.123 \, \text{nm}
$$

Rounded off to three decimal places:

$$
\boxed{A}
$$",No.
34.8 TO 36.1,"The first reflection occurs at a Bragg angle of 30°. In an FCC crystal, the Bragg angle for the second reflection is **30°**, because the angle between the crystal planes and the incident beam remains the same.

**Answer: A**",no
