Truth,Model,Critic
5 to 5,"To determine the maximum number of peaks in an X-ray diffraction pattern from an FCC polycrystalline material, we need to consider the **Friedel's law** and the **systematic extinction** in FCC structures.

### Key Points:

- **FCC structure** has a **face-centered cubic** lattice.
- In **FCC**, the **diffraction peaks** occur for **hkl** indices that satisfy the condition:  
  $$
  h + k + l \text{ is even}
  $$
- **Friedel's law** states that for each diffraction peak at **hkl**, there is a corresponding peak at **-h -k -l** (i.e., the same intensity).
- However, in **polycrystalline** samples, **only one of the two Friedel pairs is observed** due to the **random orientation of crystallites**.
- Therefore, **each unique (hkl) index that satisfies the FCC condition gives one peak**.

### Step-by-step:

1. **Find the maximum possible (hkl) indices** that satisfy the condition $ h + k + l $ is even, and such that the **diffraction condition** is satisfied:
   $$
   n\lambda = 2d \sin\theta
   $$
   where $ d = \frac{a}{\sqrt{h^2 + k^2 + l^2}} $, $ a = 0.405 $ nm, and $ \lambda = 0.229 $ nm.

2. **Find the maximum (hkl)** such that:
   $$
   2d \sin\theta \geq \lambda
   $$
   Since $ \sin\theta \leq 1 $, the maximum value of $ d $ is $ \frac{\lambda}{2} $.

3. Therefore, the maximum $ h^2 + k^2 + l^2 $ is:
   $$
   h^2 + k^2 + l^2 \leq \left( \frac{a}{\lambda/2} \right)^2 = \left( \frac{0.405}{0.229/2} \right)^2 = \left( \frac{0.405}{0.1145} \right)^2 \approx 12.6
   $$

4. So, the maximum value of $ h^2 + k^2 + l^2 $ is **12**.

5. Now, find all (hkl) combinations such that $ h^2 + k^2 + l^2 \leq 12 $ and $ h + k + l $ is even.

Let’s list all (hkl) with $ h^2 + k^2 + l^2 \leq 12 $ and $ h + k + l $ even.

- (000) → sum = 0 → even
- (111) → sum = 3 → odd
- (110) → sum = 2 → even
- (100) → sum = 1 → odd
- (200) → sum = 4 → even
- (211) → sum = 6 → even
- (220) → sum = 8 → even
- (222) → sum = 12 → even
- (112) → sum = 4 → even
- (121) → sum = 4 → even
- (122) → sum = 9 → odd
- (212) → sum = 9 → odd
- (221) → sum = 9 → odd
- (300) → sum = 9 → odd
- (311) → sum = 11 → odd
- (131) → sum = 5 → odd
- (132) → sum = 10 → even
- (222) is already counted

So, the valid (hkl) indices are:

- (000) → even
- (110) → even
- (200) → even
- (211) → even
- (220) → even
- (222) → even
- (112) → even
- (121) → even
- (132) → even

That's **9** distinct (hkl) indices that satisfy the conditions.

### Answer: **B** (if the options are A=1, B=9, etc.)  
But since the question asks for the **maximum number of peaks**, and **each (hkl) gives one peak**, the answer is:","no

### Explanation:

The response contains **several errors** that make it **incorrect**.

#### 1. **Incorrect application of the FCC condition**:
- The correct condition for FCC is that **h + k + l must be even**, which the response correctly mentions.
- However, the **(000) reflection** is **not observed** in X-ray diffraction because it corresponds to the **zeroth-order diffraction**, which is not physically detectable. So, **(000)** should **not be counted**.

#### 2. **Incorrect calculation of the maximum (hkl)**:
- The calculation:
  $$
  h^2 + k^2 + l^2 \leq \left( \frac{a}{\lambda/2} \right)^2 = \left( \frac{0.405}{0.229/2} \right)^2 = \left( \frac{0.405}{0.1145} \right)^2 \approx 12.6
  $$
  is **incorrect**.
- The correct formula is:
  $$
  \sin\theta \leq 1 \Rightarrow \frac{n\lambda}{2d} \leq 1 \Rightarrow d \geq \frac{n\lambda}{2}
  $$
  Since $ d = \frac{a}{\sqrt{h^2 + k^2 + l^2}} $, we get:
  $$
  \frac{a}{\sqrt{h^2 + k^2 + l^2}} \geq \frac{n\lambda}{2}
  $$
  For the **maximum possible (hkl)**, we consider **n = 1** (first-order diffraction), so:
  $$
  \sqrt{h^2 + k^2 + l^2} \leq \frac{2a}{\lambda}
  $$
  $$
  h^2 + k^2 + l^2 \leq \left( \frac{2a}{\lambda} \right)^2 = \left( \frac{2 \times 0.405}{0.229} \right)^2 = \left( \frac{0.81}{0.229} \right)^2 \approx (3.53)^2 \approx 12.46
  $$
  So, the **maximum** $ h^2 + k^2 + l^2 $ is **12**.

#### 3. **Incorrect list of valid (hkl) indices**:
- The response lists **9 (hkl)** indices, including (000), which is **not observed**.
- The correct list of (hkl) indices with $ h^2 + k^2 + l^2 \leq 12 $ and $ h + k + l $ even is:
  - (110)
  - (200)
  - (211)
  - (220)
  - (222)
  - (112)
  - (121)
  - (132)
  - (222)

  This gives **8** valid (hkl) indices, not 9.

#### 4. **Incorrect conclusion**:
- The correct answer is **8** valid peaks, not 9 or 5–5.
- The standard answer is **5 to 5**, which suggests the **number of observable peaks is 5** (due to systematic extinction), not 8 or 9.

### Final Verdict:
**No**, the response is **not correct**."
15.5 to 18.5,"To calculate the **planar atomic density** in the **(110)** plane of a **BCC iron crystal**, we use the formula:

$$
\text{Planar atomic density} = \frac{N}{A}
$$

Where:
- $ N $ is the number of atoms per unit area in the (110) plane.
- $ A $ is the area of the unit cell in the (110) plane.

---

### Step 1: Understand the BCC structure

In a **Body-Centered Cubic (BCC)** structure:
- There are **2 atoms per unit cell** (1 at each corner, and 1 at the center).
- The **lattice parameter** $ a = 0.287 \, \text{nm} $.

---

### Step 2: Determine the number of atoms in the (110) plane

In the **(110)** plane of a BCC crystal:
- The plane contains **2 atoms** per unit cell (one from each of two atoms in the plane).

So, $ N = 2 $ atoms per unit area.

---

### Step 3: Determine the area of the (110) plane

The (110) plane is a **square** with side length $ a $, so:

$$
A = a^2 = (0.287)^2 = 0.082369 \, \text{nm}^2
$$

---

### Step 4: Calculate the planar atomic density

$$
\text{Planar atomic density} = \frac{2}{0.082369} \approx 24.28 \, \text{nm}^{-2}
$$

---

### Final Answer:

**24.28** (rounded to 2 decimal places)  
So, the answer is: **24.28**.",No.
D,"To find the Bragg angle (2θ) for the fourth reflection in an FCC structure, we use **Bragg's Law**:

$$
n\lambda = 2d\sin\theta
$$

Where:
- $ n $ is the order of reflection (here, $ n = 4 $),
- $ \lambda $ is the X-ray wavelength (given as 1.54056 Å),
- $ d $ is the interplanar spacing,
- $ \theta $ is the Bragg angle (half of the 2θ angle we are solving for).

For an FCC structure, the interplanar spacing for a given set of Miller indices (hkl) is given by:

$$
d_{hkl} = \frac{a}{\sqrt{h^2 + k^2 + l^2}} \cdot \frac{1}{\sqrt{2}}
$$

But for the **fourth reflection**, we need to determine which set of Miller indices corresponds to the fourth reflection in an FCC structure.

In FCC, the possible reflections are those where $ h + k + l $ is **even**, and the Miller indices (h, k, l) are **not all odd**. The first few reflections (in order of increasing $ h^2 + k^2 + l^2 $) are:

1. (111) → $ h^2 + k^2 + l^2 = 3 $
2. (200) → $ h^2 + k^2 + l^2 = 4 $
3. (220) → $ h^2 + k^2 + l^2 = 8 $
4. (311) → $ h^2 + k^2 + l^2 = 14 $

So the **fourth reflection** is the (311) plane.

Now, compute the interplanar spacing $ d_{311} $:

$$
d_{311} = \frac{a}{\sqrt{3^2 + 1^2 + 1^2}} = \frac{3.5}{\sqrt{11}} \approx \frac{3.5}{3.3166} \approx 1.055 \text{ Å}
$$

Now apply Bragg's Law:

$$
n\lambda = 2d\sin\theta \Rightarrow \sin\theta = \frac{n\lambda}{2d}
$$

$$
\sin\theta = \frac{4 \times 1.54056}{2 \times 1.055} = \frac{6.16224}{2.11} \approx 2.92
$$

But $ \sin\theta $ cannot exceed 1. This suggests that the **fourth reflection** may not be (311), or perhaps we are considering the **first-order reflection** (n = 1) instead of n = 4. Let’s try **n = 1** for the (311) plane:

$$
\sin\theta = \frac{1 \times 1.54056}{2 \times 1.055} = \frac{1.54056}{2.11} \approx 0.73
$$

$$
\theta \approx \sin^{-1}(0.73) \approx 47.0^\circ \Rightarrow 2\theta \approx 94.0^\circ
$$

This matches **option (D): 93.80°**.

### ✅ Final Answer: **D**",yes
0.84 to 0.90,"To find the ratio of surface energy of {111} surface to {100} surface for a face-centered cubic (FCC) metal, we need to consider the number of nearest neighbor bonds that are broken per unit area on each surface.

### Step 1: Determine the number of broken bonds per unit area for each surface

For a FCC crystal:

- **{100} surface**: This is a square surface. Each corner of the square is shared by 4 unit cells, and each edge is shared by 2 unit cells. The surface has 2 atoms per unit area (since there are 2 atoms per unit area in the {100} plane).

- **{111} surface**: This is a triangular surface. Each corner of the triangle is shared by 3 unit cells, and each edge is shared by 2 unit cells. The surface has 1.5 atoms per unit area (since there are 1.5 atoms per unit area in the {111} plane).

However, **surface energy is proportional to the number of broken bonds per unit area**, and for FCC, each atom has 12 nearest neighbors, but on a surface, only some of these bonds are broken.

For a **{100} surface**:
- Each atom on the surface has 2 nearest neighbors that are broken (since it has 2 neighbors on the surface and 10 neighbors in the bulk, but only 2 are broken).
- Number of broken bonds per unit area = 2 atoms per unit area × 2 bonds = **4 bonds per unit area**.

For a **{111} surface**:
- Each atom on the surface has 3 nearest neighbors that are broken (since it has 3 neighbors on the surface and 9 neighbors in the bulk, but only 3 are broken).
- Number of broken bonds per unit area = 1.5 atoms per unit area × 3 bonds = **4.5 bonds per unit area**.

### Step 2: Compute the ratio

$$
\text{Ratio} = \frac{\text{Surface energy of {111}}}{\text{Surface energy of {100}}} = \frac{4.5}{4} = 1.125
$$

### Step 3: Round off to two decimal places

$$
\text{Ratio} = 1.13
$$

### Final Answer:
**1.13**",No.
5.85 to 6.00,"To find the **density** of **Fe-10 atom% C austenite (fcc)**, we need to:

### 1. **Understand the structure:**
- Austenite is a **face-centered cubic (FCC)** structure.
- **Atom % of Fe = 10%**, **C = 90%**.
- **No Fe vacancies**, so all atoms are present.

### 2. **Find the number of atoms per unit cell in FCC:**
- In an FCC structure, there are **4 atoms per unit cell**.

### 3. **Find the number of Fe and C atoms per unit cell:**
- Since it's **10% Fe**, and the unit cell has 4 atoms total:
  - Fe atoms per unit cell = $ 4 \times 0.10 = 0.4 $
  - C atoms per unit cell = $ 4 \times 0.90 = 3.6 $

### 4. **Find the mass of the unit cell:**
- Mass of Fe atoms = $ 0.4 \times 55.8 = 22.32 \, \text{g/mol} $
- Mass of C atoms = $ 3.6 \times 12.0 = 43.2 \, \text{g/mol} $
- Total mass = $ 22.32 + 43.2 = 65.52 \, \text{g/mol} $

### 5. **Find the volume of the unit cell:**
- Lattice parameter $ a = 4 \, \text{Å} = 4 \times 10^{-8} \, \text{cm} $
- Volume = $ a^3 = (4 \times 10^{-8})^3 = 64 \times 10^{-24} \, \text{cm}^3 = 6.4 \times 10^{-23} \, \text{cm}^3 $

### 6. **Find the density:**
- Density = $ \frac{\text{mass per unit cell}}{\text{volume of unit cell}} $
- But we need to convert **mass per unit cell** to **mass per mole** (since Avogadro's number is per mole).

- Mass per unit cell = $ 65.52 \, \text{g/mol} $
- Avogadro's number = $ 6.023 \times 10^{23} \, \text{atoms/mol} $
- So, mass per unit cell in grams = $ \frac{65.52}{6.023 \times 10^{23}} \approx 1.088 \times 10^{-22} \, \text{g} $

- Density = $ \frac{1.088 \times 10^{-22}}{6.4 \times 10^{-23}} = \frac{1.088}{6.4} \times 10^1 = 0.17 \times 10 = 1.70 \, \text{g/cm}^3 $

### ✅ **Final Answer:**
**1.70 g/cm³**  
**Answer: 1.70**",No.
4232 to 4249,"To find the number of oxygen vacancies per mole of $ \text{CeO}_2 $ at 1000 K, we can use the **Arrhenius equation** for vacancy concentration:

$$
n = N_A \cdot e^{-\frac{E_v}{k_B T}}
$$

Where:

- $ n $: number of vacancies per mole
- $ N_A $: Avogadro's number = $ 6.02 \times 10^{23} \, \text{mol}^{-1} $
- $ E_v $: enthalpy required to create an oxygen vacancy = 4 eV
- $ k_B $: Boltzmann constant = $ 8.62 \times 10^{-5} \, \text{eV/K} $
- $ T $: temperature = 1000 K

---

### Step 1: Compute the exponent

$$
\frac{E_v}{k_B T} = \frac{4}{8.62 \times 10^{-5} \times 1000} = \frac{4}{0.0862} \approx 46.4
$$

---

### Step 2: Compute the exponential term

$$
e^{-46.4} \approx 1.3 \times 10^{-20}
$$

---

### Step 3: Multiply by Avogadro’s number

$$
n = 6.02 \times 10^{23} \times 1.3 \times 10^{-20} \approx 7.826 \times 10^3
$$

---

### Final Answer:

$$
\boxed{7826}
$$

Rounded to the nearest integer: **7826**

So, the correct answer is: **7826**.",No.
A,The correct answer is: **D**.,No.
B,"To find the lattice parameter $ a $ of an fcc metal from the X-ray diffraction data, we use Bragg's law:

$$
n\lambda = 2d \sin\theta
$$

Where:
- $ \lambda = 0.154 \, \text{nm} $ is the wavelength of the X-rays,
- $ \theta = \frac{78^\circ}{2} = 39^\circ $ is the Bragg angle,
- $ d $ is the interplanar spacing corresponding to the {311} planes,
- $ n = 1 $ (assuming first-order diffraction).

The interplanar spacing $ d $ for a cubic crystal is given by:

$$
d = \frac{a}{\sqrt{h^2 + k^2 + l^2}}
$$

For the {311} planes:

$$
d = \frac{a}{\sqrt{3^2 + 1^2 + 1^2}} = \frac{a}{\sqrt{11}}
$$

Now substitute into Bragg's law:

$$
\lambda = 2d \sin\theta = 2 \cdot \frac{a}{\sqrt{11}} \cdot \sin(39^\circ)
$$

Solve for $ a $:

$$
a = \frac{\lambda \sqrt{11}}{2 \sin(39^\circ)}
$$

Using $ \lambda = 0.154 \, \text{nm} $ and $ \sin(39^\circ) \approx 0.6293 $:

$$
a = \frac{0.154 \cdot \sqrt{11}}{2 \cdot 0.6293}
$$

$$
a \approx \frac{0.154 \cdot 3.3166}{1.2586}
$$

$$
a \approx \frac{0.511}{1.2586} \approx 0.406 \, \text{nm}
$$

The correct answer is: **(B) 0.4 nm**

**Answer: B**",yes
B,"The inter-planar spacing $ d $ for crystallographic planes {h k l} is related to the spacing of the planes {nh nk nl} by a factor of $ n $.

The formula for the inter-planar spacing $ d_{hkl} $ is given by:

$$
d_{hkl} = \frac{a}{\sqrt{h^2 + k^2 + l^2}}
$$

where $ a $ is the lattice parameter.

For the planes {nh nk nl}, the inter-planar spacing becomes:

$$
d_{nhnknl} = \frac{a}{\sqrt{(nh)^2 + (nk)^2 + (nl)^2}} = \frac{a}{n\sqrt{h^2 + k^2 + l^2}} = \frac{d_{hkl}}{n}
$$

Thus, the inter-planar spacing of the planes {nh nk nl} is $ \frac{d}{n} $.

**Answer: (B) $ \frac{d}{n} $**  
**Correct answer: B**",yes
A,"The correct answer is **A**.

### Explanation:

In a **unit dislocation** with Burgers vector $ \frac{a}{2}[1 - 1\ 0] $, the dislocation splits into two **partial dislocations**. This is common in face-centered cubic (FCC) metals, where a unit dislocation splits into two partials with Burgers vectors that sum to the original.

The original Burgers vector is $ \frac{a}{2}[1 - 1\ 0] $, which is a **[110]** direction in FCC.

When this dislocation splits, the two partials must have Burgers vectors that **sum to** the original vector:

$$
\frac{a}{6}[2 - 1\ 1] + \frac{a}{6}[1 - 2\ -1] = \frac{a}{6}[(2+1), (-1-2), (1-1)] = \frac{a}{6}[3, -3, 0] = \frac{a}{2}[1 - 1\ 0]
$$

This matches the original Burgers vector.

Therefore, the correct combination is:

**(A)** $ \frac{a}{6}[2 - 1\ 1] $ and $ \frac{a}{6}[1 - 2\ -1] $

### Answer: **A**",yes
D,D,yes
A,"To find the grain size of a material with given lattice frictional stress and Hall-Petch constant, we can use the Hall-Petch equation:

$$
\sigma = \sigma_0 + k_y \cdot d^{-0.5}
$$

Where:
- $\sigma$ is the yield strength,
- $\sigma_0$ is the lattice frictional stress (given as 100 MN/m²),
- $k_y$ is the Hall-Petch constant (given as 0.10 MN/m¹·⁵),
- $d$ is the grain size (in meters).

However, the question doesn't provide the yield strength, so we need to rearrange the Hall-Petch equation to solve for grain size $d$. The equation can be rearranged as:

$$
\sigma - \sigma_0 = k_y \cdot d^{-0.5}
$$

$$
d^{-0.5} = \frac{\sigma - \sigma_0}{k_y}
$$

$$
d = \left( \frac{\sigma - \sigma_0}{k_y} \right)^{-2}
$$

But again, we don't have the yield strength $\sigma$. However, we are given the **ASTM No. 6** grain size, and we can use the ASTM grain size formula:

$$
N = \frac{d}{d_0} \cdot 2^{(N-1)}
$$

Where:
- $N$ is the ASTM grain size number (6),
- $d$ is the grain size in meters,
- $d_0$ is the reference grain size (usually 10 µm or 10⁻⁵ m).

But since we are not given the exact reference grain size, we can use the approximate relationship between ASTM grain size and grain diameter:

$$
d = 10^{-3} \cdot 2^{(N-1)}
$$

Where $d$ is in mm and $N$ is the ASTM grain size number.

For $N = 6$:

$$
d = 10^{-3} \cdot 2^{(6-1)} = 10^{-3} \cdot 32 = 32 \times 10^{-3} = 32 \, \mu m
$$

This is an approximation, but the closest answer is:

**(B) 35 µm**

### Answer: **B**",No.
A,"The correct answer is: **B** (incoherent)

G-P zones (Guinier-Parker zones) in Al-Cu alloys are **incoherent** regions that form around the dislocations during aging. They are regions of high concentration of alloying elements (such as Cu) and are not coherent with the surrounding matrix.",No.
A,"The correct answer is **A) Nitrogen**.

Nitrogen is an austenite stabilizer because it increases the stability of the austenitic phase in steels. 

**Answer: A**",yes
0.339 TO 0.341,"The atomic packing fraction (APF) of the diamond cubic structure is **0.34**. 

The correct answer is: **C** (assuming the options are labeled A, B, C, D with C corresponding to 0.34). 

However, if the options are not provided and the question expects a numerical value, the answer is **0.34**. 

Since the question says to reply with the **single letter** corresponding to the correct answer, and assuming the options are:

A) 0.54  
B) 0.68  
C) 0.34  
D) 0.74  

Then the correct answer is: **C**.",yes
C,"To determine the **packing density** of the (100) plane in a unit cell of an element with **maximum linear density along the [110] direction**, we first need to identify the crystal structure.

### Step 1: Identify the Crystal Structure
The **linear density** along the [110] direction is **maximum**, which is a characteristic of the **body-centered cubic (BCC)** structure.

- In **BCC**, the atoms are arranged with one atom at each corner of a cube and one atom at the center of the cube.
- The **[110] direction** in BCC has the maximum linear density because it passes through the centers of the atoms at the corners and the center of the cube.

### Step 2: Calculate Packing Density of (100) Plane

For a **BCC structure**, the **(100) plane** is a square plane that cuts through the corners of the cube.

- In a **BCC unit cell**, the (100) plane contains **4 atoms** (each corner atom is shared between 4 planes, so 4 × 1/4 = 1 atom).
- The **area of the (100) plane** is $ a^2 $, where $ a $ is the edge length of the cube.
- The **radius of an atom** in BCC is $ r = \frac{\sqrt{3}}{2}a $.

### Step 3: Calculate Packing Density

Packing density is defined as:

$$
\text{Packing Density} = \frac{\text{Volume of atoms in the plane}}{\text{Area of the plane}}
$$

- Volume of 4 atoms: $ 4 \times \frac{4}{3}\pi r^3 = \frac{16}{3}\pi r^3 $
- Area of the plane: $ a^2 $
- Since $ r = \frac{\sqrt{3}}{2}a $, we substitute:

$$
\text{Packing Density} = \frac{\frac{16}{3}\pi \left(\frac{\sqrt{3}}{2}a\right)^3}{a^2}
$$

$$
= \frac{\frac{16}{3}\pi \cdot \frac{3\sqrt{3}}{8}a^3}{a^2} = \frac{16}{3} \cdot \frac{3\sqrt{3}}{8} \cdot \pi = 2\sqrt{3}\pi
$$

$$
\approx 2 \times 1.732 \times 3.142 \approx 10.88
$$

But this is not correct. The **packing density** is not the total volume of atoms divided by the area, but the **fraction of the area occupied by atoms**.

Let’s correct the approach:

- The **(100) plane** in BCC contains **2 atoms** (not 4) per unit area, because each corner atom is shared by 4 planes, so 4 atoms × 1/4 = 1 atom per plane.
- The **area of the (100) plane** is $ a^2 $.
- The **volume of 2 atoms** is $ 2 \times \frac{4}{3}\pi r^3 = \frac{8}{3}\pi r^3 $.
- The **area of the plane** is $ a^2 $.
- The **packing density** is:

$$
\text{Packing Density} = \frac{\text{Area of atoms}}{\text{Area of plane}} = \frac{2 \times \pi r^2}{a^2}
$$

Since $ r = \frac{a}{2} $ in BCC (because the body diagonal is $ \sqrt{3}a $, and the radius is half of the edge length in BCC), we have:

$$
\text{Packing Density} = \frac{2 \times \pi \left(\frac{a}{2}\right)^2}{a^2} = \frac{2 \times \pi \cdot \frac{a^2}{4}}{a^2} = \frac{\pi}{2} \approx 1.57
$$

But this is still not correct. The **packing density of a plane** is the **fraction of the area of the plane that is occupied by atoms**, not the volume. So the correct formula is:

$$
\text{Packing Density} = \frac{\text{Area of atoms in plane}}{\text{Area of plane}}
$$

- Each atom has a **circular area** of $ \pi r^2 $, and there are **2 atoms** in the (100",no
D,"To determine the ratio of interplanar spacings from the first two peaks of the X-ray diffraction pattern for an FCC metal, we need to consider the Miller indices of the first two diffraction peaks.

For an FCC structure, the first few diffraction peaks correspond to the following Miller indices:

- First peak: (111)
- Second peak: (200)

The interplanar spacing $ d $ for a given Miller index $ (hkl) $ is given by:

$$
d = \frac{a}{\sqrt{h^2 + k^2 + l^2}}
$$

where $ a $ is the lattice parameter.

For the (111) plane:

$$
d_{111} = \frac{a}{\sqrt{1^2 + 1^2 + 1^2}} = \frac{a}{\sqrt{3}}
$$

For the (200) plane:

$$
d_{200} = \frac{a}{\sqrt{2^2 + 0^2 + 0^2}} = \frac{a}{2}
$$

Now, the ratio of the interplanar spacings is:

$$
\frac{d_{200}}{d_{111}} = \frac{\frac{a}{2}}{\frac{a}{\sqrt{3}}} = \frac{\sqrt{3}}{2} \approx 0.866
$$

However, the question asks for the **ratio of interplanar spacings obtained from the first two peaks**. This is the **inverse** of the above ratio (since the first peak corresponds to (111), and the second peak corresponds to (200), so the ratio is $ d_{111} : d_{200} $):

$$
\frac{d_{111}}{d_{200}} = \frac{\frac{a}{\sqrt{3}}}{\frac{a}{2}} = \frac{2}{\sqrt{3}} \approx 1.1547
$$

This is approximately **1.15**.

### Correct answer: **(D) 1.15**

**Answer: D**",yes
D,"The correct answer is: **B**  

**Explanation:**

- **(P) Orange-peel effect** – This is a surface defect often seen in **deep drawing** (2), where the material has a rough, orange-peel-like texture due to poor forming or lubrication.  
- **(Q) Chevron cracking** – This is a type of cracking that occurs in **arc welding** (3), where cracks form in a chevron (X) pattern due to residual stresses or poor weld quality.  
- **(R) Flash** – This is a defect seen in **extrusion** (1), where excess material is pushed out during the forming process.  
- **(S) Undercut** – This is a defect seen in **forging** (4), where material is pushed out from the die, creating an undercut.  

So, the correct matching is:  
**(P-2), (Q-3), (R-1), (S-4)** → **B**.  

**Answer: B**",no
B,"The Burgers vector for an edge dislocation in a crystal is equal to the atomic diameter of the material. Since the atomic diameter of iron is given as 0.25 nm, the modulus of the Burgers vector is also 0.25 nm.

The correct answer is: **B**",no
C,"The energy of an edge dislocation in a crystal can be estimated using the formula:

$$
\text{Energy} = \frac{\mu b^2}{4\pi}
$$

Where:
- $\mu$ is the shear modulus (in Pa),
- $b$ is the Burgers vector (in meters).

For a face-centered cubic (FCC) metal like iron (α-Fe), the Burgers vector is approximately equal to the atomic diameter. Given the atomic diameter is 0.25 nm = $2.5 \times 10^{-10}$ m.

Given:
- $\mu = 70 \, \text{GPa} = 70 \times 10^9 \, \text{Pa}$,
- $b = 2.5 \times 10^{-10} \, \text{m}$.

Now compute:

$$
\text{Energy} = \frac{70 \times 10^9 \times (2.5 \times 10^{-10})^2}{4\pi}
$$

$$
= \frac{70 \times 10^9 \times 6.25 \times 10^{-20}}{4\pi}
$$

$$
= \frac{4.375 \times 10^{-10}}{4\pi}
$$

$$
\approx \frac{4.375 \times 10^{-10}}{12.566}
$$

$$
\approx 3.48 \times 10^{-11} \, \text{J/m}
$$

This value is much smaller than any of the given options. It seems there may be a misunderstanding in the question or the options.

However, if we consider the **energy per unit length** of a dislocation, the correct formula is:

$$
\text{Energy per unit length} = \frac{\mu b^2}{4\pi}
$$

Using the same values:

$$
\text{Energy per unit length} \approx 3.48 \times 10^{-11} \, \text{J/m}
$$

This is **not** among the given options. However, if the question is referring to the **energy per unit length** in a different form (e.g., using a different formula or unit), and if we assume a possible mistake in the exponent, we can try:

$$
\text{Energy per unit length} \approx 3.48 \times 10^{-10} \, \text{J/m}
$$

This is closer to **option (B)**: $1.1 \times 10^{-9}$ J/m.

So, the correct answer is: **B**.",No.
C,"The correct answer is **(B) $m^2$ and MPa.$m^{1/2}$**.

### Explanation:

- **Dislocation density** is defined as the number of dislocations per unit area. Its unit is **$m^{-2}$** (dislocations per square meter), but in some contexts, it can also be expressed as **$m^2$** when referring to the area per dislocation, though this is less common. However, the standard unit for dislocation density is **$m^{-2}$**.

- **Stress intensity factor** (K) is a parameter used in fracture mechanics. Its unit is **MPa·m¹/²** (megapascals times the square root of meters), which corresponds to **Pa·m¹/²** in SI units.

Thus, the correct answer is **(C) $m^{-2}$ and MPa·$m^{1/2}$**.

### Final Answer: **C**",no
A,"The earing defect is associated with **deep drawing**. 

Earing is a defect that occurs in deep drawing where the flange of a cup-shaped part is unevenly formed, resulting in a ""ear"" or ridge on one side. This defect is commonly observed in sheet metal forming processes, particularly in deep drawing.

**Answer: A**",yes
B,"The correct answer is **B**.

**Explanation:**

- **Tungsten (P)** has a **BCC (Body-Centered Cubic)** structure.  
- **Nickel (Q)** has an **FCC (Face-Centered Cubic)** structure.  
- **Magnesium (R)** has an **HCP (Hexagonal Close-Packed)** structure.  
- **Polonium (S)** has a **Simple Cubic** structure.

So, the correct matching is:  
**P-3, Q-4, R-1, S-2** → **B**

The answer is: **B**.",yes
2.30 TO 2.38,"To find the interplanar spacing $ d_{hkl} $ for the (111) planes in aluminium, we use the formula:

$$
d_{hkl} = \frac{a}{\sqrt{h^2 + k^2 + l^2}}
$$

For the (111) planes, $ h = 1 $, $ k = 1 $, $ l = 1 $, so:

$$
d_{111} = \frac{a}{\sqrt{1^2 + 1^2 + 1^2}} = \frac{a}{\sqrt{3}}
$$

Aluminium has a face-centered cubic (FCC) structure. The atomic radius $ r $ is related to the lattice parameter $ a $ by:

$$
r = \frac{a}{2\sqrt{2}}
$$

Solving for $ a $:

$$
a = 2r\sqrt{2}
$$

Given $ r = 1.431 $ Å:

$$
a = 2 \times 1.431 \times \sqrt{2} = 2.862 \times 1.414 = 4.046 \, \text{Å}
$$

Now calculate $ d_{111} $:

$$
d_{111} = \frac{4.046}{\sqrt{3}} = \frac{4.046}{1.732} \approx 2.336 \, \text{Å}
$$

**Answer: 2.34** (rounded to two decimal places)",yes
B,"The given conditions are:

- $ a = b \neq c $
- All angles $ \alpha = \beta = \gamma = 90^\circ $

This corresponds to the **tetragonal** crystal system.

In the **tetragonal** system:
- $ a = b \neq c $
- All angles are $ 90^\circ $

Therefore, the correct answer is: **B**.",yes
D,"To determine which Miller indices correspond to the 2nd peak in an X-ray powder pattern of a **simple cubic crystal**, we need to understand how the diffraction peaks are indexed.

In a **simple cubic** crystal, the diffraction peaks are determined by the **interplanar spacing** $ d_{hkl} $, which is given by:

$$
d_{hkl} = \frac{a}{\sqrt{h^2 + k^2 + l^2}}
$$

where $ a $ is the lattice constant and $ h, k, l $ are the Miller indices.

The **intensity** of the diffraction peak is proportional to the **atomic scattering factor** and the **structure factor**, but in a simple cubic crystal, the peaks are determined primarily by the **reciprocal of the interplanar spacing**.

The **first few peaks** in a simple cubic crystal (in order of increasing peak number) correspond to the following Miller indices:

1. **(100)** – First peak  
2. **(110)** – Second peak  
3. **(200)** – Third peak  
4. **(111)** – Fourth peak  

Thus, the **2nd peak** corresponds to the **(110)** plane.

**Answer: D**",yes
B,"The question asks which of the options is a **typical rolling defect**. Let's analyze each option:

- **(A) Buckling**: This is a defect that occurs in rolled materials, especially in thin sheets or plates, where the material folds or bends due to excessive deformation. It is a common rolling defect.

- **(B) Edge cracking**: This is a defect that occurs at the edges of the material, often due to stress concentration or improper rolling parameters. It can be a rolling defect, but it's more commonly associated with other processes like casting or welding.

- **(C) Cold shut**: This is a defect that occurs in casting or molding processes when two parts of the material do not fuse properly due to lack of flow. It is not typically a rolling defect.

- **(D) Porosity**: This is a defect caused by gas bubbles or voids in the material, often due to improper melting or casting practices. It is not typically a rolling defect.

The most typical rolling defect is **(A) Buckling**.

The answer is: **A**.",no
