Truth,Model,Critic,Subject
C,C,yes,Name_Conversion_benchmark
A,D,no,Name_Conversion_benchmark
A,A,yes,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
C,C,yes,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
B,A,no,Name_Conversion_benchmark
A,A,yes,Name_Conversion_benchmark
C,B,no,Name_Conversion_benchmark
A,D,no,Name_Conversion_benchmark
D,A,no,Name_Conversion_benchmark
A,D,no,Name_Conversion_benchmark
B,D,no,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
A,C,no,Name_Conversion_benchmark
C,B,no,Name_Conversion_benchmark
B,C,no,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
D,A,no,Name_Conversion_benchmark
B,C,no,Name_Conversion_benchmark
C,C,yes,Name_Conversion_benchmark
B,D,no,Name_Conversion_benchmark
A,A,yes,Name_Conversion_benchmark
A,C,no,Name_Conversion_benchmark
D,A,no,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
C,D,no,Name_Conversion_benchmark
C,C,yes,Name_Conversion_benchmark
A,A,yes,Name_Conversion_benchmark
C,A,no,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
B,D,no,Name_Conversion_benchmark
B,D,no,Name_Conversion_benchmark
B,D,no,Name_Conversion_benchmark
A,A,yes,Name_Conversion_benchmark
B,B,yes,Name_Conversion_benchmark
C,C,yes,Name_Conversion_benchmark
B,D,no,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
D,C,no,Name_Conversion_benchmark
D,C,no,Name_Conversion_benchmark
B,A,no,Name_Conversion_benchmark
A,C,no,Name_Conversion_benchmark
B,B,yes,Name_Conversion_benchmark
A,A,yes,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
C,D,no,Name_Conversion_benchmark
B,B,yes,Name_Conversion_benchmark
B,A,no,Name_Conversion_benchmark
A,D,no,Name_Conversion_benchmark
C,C,yes,Name_Conversion_benchmark
B,C,no,Name_Conversion_benchmark
B,A,no,Name_Conversion_benchmark
C,C,yes,Name_Conversion_benchmark
B,B,yes,Name_Conversion_benchmark
D,C,no,Name_Conversion_benchmark
B,D,no,Name_Conversion_benchmark
B,B,yes,Name_Conversion_benchmark
C,C,yes,Name_Conversion_benchmark
A,D,no,Name_Conversion_benchmark
C,A,no,Name_Conversion_benchmark
B,B,yes,Name_Conversion_benchmark
B,A,no,Name_Conversion_benchmark
D,A,no,Name_Conversion_benchmark
A,D,no,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
B,C,no,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
B,B,yes,Name_Conversion_benchmark
D,B,no,Name_Conversion_benchmark
B,D,no,Name_Conversion_benchmark
B,B,yes,Name_Conversion_benchmark
C,D,no,Name_Conversion_benchmark
A,A,yes,Name_Conversion_benchmark
C,D,no,Name_Conversion_benchmark
C,A,no,Name_Conversion_benchmark
C,A,no,Name_Conversion_benchmark
B,A,no,Name_Conversion_benchmark
A,D,no,Name_Conversion_benchmark
D,B,no,Name_Conversion_benchmark
B,B,yes,Name_Conversion_benchmark
C,D,no,Name_Conversion_benchmark
A,A,yes,Name_Conversion_benchmark
B,B,yes,Name_Conversion_benchmark
D,A,no,Name_Conversion_benchmark
D,A,no,Name_Conversion_benchmark
D,C,no,Name_Conversion_benchmark
C,A,no,Name_Conversion_benchmark
A,D,no,Name_Conversion_benchmark
B,B,yes,Name_Conversion_benchmark
A,C,no,Name_Conversion_benchmark
C,C,yes,Name_Conversion_benchmark
C,C,yes,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
C,D,no,Name_Conversion_benchmark
C,A,no,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
D,B,no,Name_Conversion_benchmark
D,C,no,Name_Conversion_benchmark
C,D,no,Name_Conversion_benchmark
A,B,no,Name_Conversion_benchmark
A,The correct answer is (A).,yes,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
D,D,yes,Name_Conversion_benchmark
A,D,no,Name_Conversion_benchmark
D,A,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
B,D,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
D,D,yes,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
A,D,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
A,D,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
B,D,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
C,D,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
C,D,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
B,D,no,Temperature_Prediction_benchmark
B,D,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
A,A,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
C,D,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
D,C,no,Temperature_Prediction_benchmark
B,D,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
A,C,no,Temperature_Prediction_benchmark
A,D,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
D,C,no,Temperature_Prediction_benchmark
D,D,yes,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
D,D,yes,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
B,D,no,Temperature_Prediction_benchmark
D,B,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
A,D,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
A,D,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
D,C,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
A,D,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
D,C,no,Temperature_Prediction_benchmark
A,B,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
D,D,yes,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
C,D,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
B,D,no,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
B,D,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
D,D,yes,Temperature_Prediction_benchmark
C,D,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
D,B,no,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
A,D,no,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
D,C,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
C,D,no,Temperature_Prediction_benchmark
B,C,no,Temperature_Prediction_benchmark
A,D,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
C,D,no,Temperature_Prediction_benchmark
C,D,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
C,D,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
B,C,no,Temperature_Prediction_benchmark
D,C,no,Temperature_Prediction_benchmark
A,A,no,Temperature_Prediction_benchmark
D,C,no,Temperature_Prediction_benchmark
B,D,no,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
D,C,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
A,D,no,Temperature_Prediction_benchmark
C,D,no,Temperature_Prediction_benchmark
A,A,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
B,D,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
B,D,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
C,D,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
C,D,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
A,C,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
C,C,no,Temperature_Prediction_benchmark
B,C,no,Temperature_Prediction_benchmark
C,D,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
B,C,no,Temperature_Prediction_benchmark
B,D,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
A,A,yes,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
B,B,yes,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
A,A,no,Temperature_Prediction_benchmark
D,C,no,Temperature_Prediction_benchmark
A,C,no,Temperature_Prediction_benchmark
A,A,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
D,D,yes,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
B,C,no,Temperature_Prediction_benchmark
B,A,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
C,C,yes,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
D,A,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
C,B,no,Temperature_Prediction_benchmark
C,A,no,Temperature_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
C,(A),no,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
B,(C),no,Property_Prediction_benchmark
C,B,no,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
D,B,no,Property_Prediction_benchmark
C,C,yes,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
A,A,yes,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
C,A,no,Property_Prediction_benchmark
D,A,no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
C,(A),no,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
B,C,no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
D,(D),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
A,(D),no,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
A,(D),no,Property_Prediction_benchmark
B,(A),no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
B,(A),no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
A,A,yes,Property_Prediction_benchmark
A,C,no,Property_Prediction_benchmark
D,C,no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
A,D,no,Property_Prediction_benchmark
B,(A),no,Property_Prediction_benchmark
A,(D),no,Property_Prediction_benchmark
A,A,yes,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
A,C,no,Property_Prediction_benchmark
B,B,yes,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
B,C,no,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
B,(A),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
A,(D),no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
A,D,no,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
B,(D),no,Property_Prediction_benchmark
B,D,no,Property_Prediction_benchmark
B,(A),no,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
A,D,no,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
C,D,no,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
C,C,yes,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
A,D,no,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
A,(D),no,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
B,D,no,Property_Prediction_benchmark
A,A,yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
B,D,no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
B,(D),no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
B,(D),no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
B,D,no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
D,D,yes,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
B,(D),no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
B,(C),no,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
C,D,no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
A,A,yes,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
D,A,no,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
B,(D),no,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
D,C,no,Property_Prediction_benchmark
A,A,yes,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
C,D,no,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
D,A,no,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
C,D,no,Property_Prediction_benchmark
D,C,no,Property_Prediction_benchmark
C,(D),no.,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
A,C,no,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
A,A,yes,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
C,C,yes,Property_Prediction_benchmark
B,(D),no,Property_Prediction_benchmark
D,A,no,Property_Prediction_benchmark
C,(A),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
D,D,no,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
C,C,yes,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
A,D,no,Property_Prediction_benchmark
C,D,no,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
B,(C),no,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
B,(A),no,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
D,C,no,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
A,C,no,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
B,(D),no,Property_Prediction_benchmark
A,(D),no,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
D,C,no,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
B,C,no,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
D,B,no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
B,(C),no,Property_Prediction_benchmark
A,A,yes,Property_Prediction_benchmark
A,D,no,Property_Prediction_benchmark
D,D,yes,Property_Prediction_benchmark
B,D,no,Property_Prediction_benchmark
B,(D),no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
A,(D),no,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
B,(C),no,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
A,(D),no,Property_Prediction_benchmark
A,D,no,Property_Prediction_benchmark
D,C,no,Property_Prediction_benchmark
C,A,no,Property_Prediction_benchmark
B,(A),no,Property_Prediction_benchmark
A,A,yes,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
A,A,yes,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
B,(C),no,Property_Prediction_benchmark
B,C,no,Property_Prediction_benchmark
C,D,no,Property_Prediction_benchmark
D,D,yes,Property_Prediction_benchmark
D,D,yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
B,D,no,Property_Prediction_benchmark
A,D,no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
B,(A),no,Property_Prediction_benchmark
B,(D),no,Property_Prediction_benchmark
A,A,yes,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
B,A,no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
C,(A),no,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
B,(C),no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
A,A,yes,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
B,A,no,Property_Prediction_benchmark
A,(D),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
C,(A),no,Property_Prediction_benchmark
C,C,yes,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
C,D,no,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
D,D,yes,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
B,(C),no,Property_Prediction_benchmark
B,(A),no,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
A,(D),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
A,C,no,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
B,D,no,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
A,(D),no,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
B,(D),no,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
C,D,no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
B,C,no,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
B,A,no,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
B,(A),no,Property_Prediction_benchmark
B,(A),no,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
A,D,no,Property_Prediction_benchmark
C,D,no,Property_Prediction_benchmark
B,C,no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
B,B,yes,Property_Prediction_benchmark
B,D,no,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
C,D,no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
C,(C),yes,Property_Prediction_benchmark
A,A,yes,Property_Prediction_benchmark
B,(A),no,Property_Prediction_benchmark
A,D,no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
D,D,yes,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
D,(C),no,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
A,(B),no,Property_Prediction_benchmark
D,A,no,Property_Prediction_benchmark
C,A,no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
A,(A),yes,Property_Prediction_benchmark
C,C,yes,Property_Prediction_benchmark
B,D,no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
D,(A),no,Property_Prediction_benchmark
C,(D),no,Property_Prediction_benchmark
C,(A),no,Property_Prediction_benchmark
C,C,yes,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
D,(B),no,Property_Prediction_benchmark
D,(D),yes,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
A,(C),no,Property_Prediction_benchmark
B,(B),yes,Property_Prediction_benchmark
B,(C),no,Property_Prediction_benchmark
A,(D),no,Property_Prediction_benchmark
C,(B),no,Property_Prediction_benchmark
B,(D),no,Property_Prediction_benchmark
B,B,yes,Property_Prediction_benchmark
